CD_MUN,time,AREA_KM2,NM_MUN,SIGLA,t2m,t2m_min,t2m_max
2304400,1/1/02,312.353,Fortaleza,CE,27.39874,24.67147,29.80352
2304400,1/2/02,312.353,Fortaleza,CE,27.7099,25.7609,29.22085
2304400,1/3/02,312.353,Fortaleza,CE,27.44244,24.99395,29.11376
2304400,1/4/02,312.353,Fortaleza,CE,27.90478,26.01364,30.0102
2304400,1/5/02,312.353,Fortaleza,CE,27.816,26.0522,29.80352
2304400,1/6/02,312.353,Fortaleza,CE,27.1825,25.50067,28.66555
2304400,1/7/02,312.353,Fortaleza,CE,26.5,24.84454,28.63568
2304400,1/8/02,312.353,Fortaleza,CE,26.21392,23.84728,28.6531
2304400,1/9/02,312.353,Fortaleza,CE,25.66882,23.7875,26.83785
2304400,1/10/02,312.353,Fortaleza,CE,25.822,23.97177,27.9895
2304400,1/11/02,312.353,Fortaleza,CE,25.90972,23.99792,28.47506
2304400,1/12/02,312.353,Fortaleza,CE,26.70825,25.1172,28.24224
2304400,1/13/02,312.353,Fortaleza,CE,25.77697,24.21954,27.55123
2304400,1/14/02,312.353,Fortaleza,CE,26.68554,24.5582,28.91454
2304400,1/15/02,312.353,Fortaleza,CE,26.90807,24.90804,29.01666
2304400,1/16/02,312.353,Fortaleza,CE,26.33495,24.63412,27.89736
2304400,1/17/02,312.353,Fortaleza,CE,25.5477,24.51586,26.31866
2304400,1/18/02,312.353,Fortaleza,CE,25.52728,23.81616,27.5886
2304400,1/19/02,312.353,Fortaleza,CE,26.4462,24.7188,28.24597
2304400,1/20/02,312.353,Fortaleza,CE,26.51336,24.5196,28.33187
2304400,1/21/02,312.353,Fortaleza,CE,26.21096,24.79724,27.83886
2304400,1/22/02,312.353,Fortaleza,CE,25.50512,23.67547,27.91854
2304400,1/23/02,312.353,Fortaleza,CE,26.26965,24.18966,28.33312
2304400,1/24/02,312.353,Fortaleza,CE,27.17138,25.01138,29.14736
2304400,1/25/02,312.353,Fortaleza,CE,26.58138,25.12344,27.7355
2304400,1/26/02,312.353,Fortaleza,CE,26.1399,24.76238,28.21484
2304400,1/27/02,312.353,Fortaleza,CE,25.9679,24.2955,27.80648
2304400,1/28/02,312.353,Fortaleza,CE,26.25463,24.43243,27.98452
2304400,1/29/02,312.353,Fortaleza,CE,26.25207,24.89434,27.44915
2304400,1/30/02,312.353,Fortaleza,CE,26.79608,24.6578,28.73776
2304400,1/31/02,312.353,Fortaleza,CE,26.6232,25.11224,28.12893
2304400,2/1/02,312.353,Fortaleza,CE,26.49914,25.3525,28.21484
2304400,2/2/02,312.353,Fortaleza,CE,27.08477,25.4073,29.2196
2304400,2/3/02,312.353,Fortaleza,CE,26.13592,24.9292,26.95986
2304400,2/4/02,312.353,Fortaleza,CE,26.62908,25.04873,28.63693
2304400,2/5/02,312.353,Fortaleza,CE,27.46136,25.81194,29.2943
2304400,2/6/02,312.353,Fortaleza,CE,26.3944,24.64535,27.84384
2304400,2/7/02,312.353,Fortaleza,CE,26.40365,24.12368,29.55825
2304400,2/8/02,312.353,Fortaleza,CE,27.44055,25.0562,29.53707
2304400,2/9/02,312.353,Fortaleza,CE,27.51248,25.7497,29.0839
2304400,2/10/02,312.353,Fortaleza,CE,26.53164,23.9307,28.85107
2304400,2/11/02,312.353,Fortaleza,CE,26.40408,24.31915,29.05276
2304400,2/12/02,312.353,Fortaleza,CE,26.57314,24.06017,29.43124
2304400,2/13/02,312.353,Fortaleza,CE,25.9511,24.2681,27.85876
2304400,2/14/02,312.353,Fortaleza,CE,26.1008,24.44985,27.86498
2304400,2/15/02,312.353,Fortaleza,CE,26.00686,24.40753,28.36923
2304400,2/16/02,312.353,Fortaleza,CE,26.68585,24.8956,28.60204
2304400,2/17/02,312.353,Fortaleza,CE,27.29196,24.88687,29.4275
2304400,2/18/02,312.353,Fortaleza,CE,27.5724,26.051,29.4001
2304400,2/19/02,312.353,Fortaleza,CE,27.70214,25.85674,29.57693
2304400,2/20/02,312.353,Fortaleza,CE,27.72927,26.2477,29.4275
2304400,2/21/02,312.353,Fortaleza,CE,27.74157,26.0373,29.92553
2304400,2/22/02,312.353,Fortaleza,CE,27.61065,26.07464,30.06246
2304400,2/23/02,312.353,Fortaleza,CE,27.8536,26.30374,30.14092
2304400,2/24/02,312.353,Fortaleza,CE,27.99688,26.5577,30.01516
2304400,2/25/02,312.353,Fortaleza,CE,27.4242,26.10702,28.79876
2304400,2/26/02,312.353,Fortaleza,CE,27.74975,26.3921,29.52834
2304400,2/27/02,312.353,Fortaleza,CE,27.43182,25.50317,29.7836
2304400,2/28/02,312.353,Fortaleza,CE,27.67462,25.81194,29.6865
2304400,3/1/02,312.353,Fortaleza,CE,27.81738,26.19167,30.1932
2304400,3/2/02,312.353,Fortaleza,CE,27.10858,25.5953,29.18597
2304400,3/3/02,312.353,Fortaleza,CE,26.20583,24.16848,27.9895
2304400,3/4/02,312.353,Fortaleza,CE,25.66485,23.80618,27.56494
2304400,3/5/02,312.353,Fortaleza,CE,25.70626,24.2158,27.1578
2304400,3/6/02,312.353,Fortaleza,CE,26.5694,24.33657,29.25942
2304400,3/7/02,312.353,Fortaleza,CE,26.3419,24.73,27.37072
2304400,3/8/02,312.353,Fortaleza,CE,25.17047,24.18716,26.29626
2304400,3/9/02,312.353,Fortaleza,CE,26.0393,24.38262,27.8675
2304400,3/10/02,312.353,Fortaleza,CE,26.65096,24.5557,28.88842
