AREA_KM2,CD_MUN,SIGLA,time,NM_MUN,t2m,t2m_min,t2m_max
1200.329,3304557,RJ,6/27/01,Rio de Janeiro,20.0531,17.94805,22.2634
1200.329,3304557,RJ,6/28/01,Rio de Janeiro,18.6377,15.89947,21.14123
1200.329,3304557,RJ,6/29/01,Rio de Janeiro,19.6343,17.60516,22.3781
1200.329,3304557,RJ,6/30/01,Rio de Janeiro,20.0106,16.37325,23.82195
1200.329,3304557,RJ,7/1/01,Rio de Janeiro,19.97482,15.51293,24.63864
1200.329,3304557,RJ,7/2/01,Rio de Janeiro,20.3742,16.18127,25.3693
1200.329,3304557,RJ,7/3/01,Rio de Janeiro,20.82812,16.2461,26.19845
1200.329,3304557,RJ,7/4/01,Rio de Janeiro,21.23272,16.13638,26.96154
1200.329,3304557,RJ,7/5/01,Rio de Janeiro,21.13275,16.19622,27.70715
1200.329,3304557,RJ,7/6/01,Rio de Janeiro,21.02636,18.41186,24.1312
1200.329,3304557,RJ,7/7/01,Rio de Janeiro,21.4362,18.82955,24.7122
1200.329,3304557,RJ,7/8/01,Rio de Janeiro,21.27447,17.36453,25.48153
1200.329,3304557,RJ,7/9/01,Rio de Janeiro,21.26147,18.24853,25.33315
1200.329,3304557,RJ,7/10/01,Rio de Janeiro,21.5659,17.39694,26.2022
1200.329,3304557,RJ,7/11/01,Rio de Janeiro,22.28158,17.3533,28.7919
1200.329,3304557,RJ,7/12/01,Rio de Janeiro,20.6918,18.6176,22.64993
1200.329,3304557,RJ,7/13/01,Rio de Janeiro,19.1574,18.07522,20.91305
1200.329,3304557,RJ,7/14/01,Rio de Janeiro,18.9846,15.91442,22.19106
1200.329,3304557,RJ,7/15/01,Rio de Janeiro,19.6488,15.35085,25.5613
1200.329,3304557,RJ,7/16/01,Rio de Janeiro,21.50756,17.16378,27.03634
1200.329,3304557,RJ,7/17/01,Rio de Janeiro,21.66714,16.8271,28.11987
1200.329,3304557,RJ,7/18/01,Rio de Janeiro,22.7562,17.90814,29.5587
1200.329,3304557,RJ,7/19/01,Rio de Janeiro,23.40954,18.7822,29.53503
1200.329,3304557,RJ,7/20/01,Rio de Janeiro,23.94457,19.46423,30.40658
1200.329,3304557,RJ,7/21/01,Rio de Janeiro,24.11837,20.13378,30.45022
1200.329,3304557,RJ,7/22/01,Rio de Janeiro,21.4584,19.55648,23.51522
1200.329,3304557,RJ,7/23/01,Rio de Janeiro,19.027,18.21737,20.34326
1200.329,3304557,RJ,7/24/01,Rio de Janeiro,20.13638,18.18743,23.46038
1200.329,3304557,RJ,7/25/01,Rio de Janeiro,21.4693,18.62634,24.74838
1200.329,3304557,RJ,7/26/01,Rio de Janeiro,23.23647,18.81088,28.79565
1200.329,3304557,RJ,7/27/01,Rio de Janeiro,22.90215,19.84823,27.4004
1200.329,3304557,RJ,7/28/01,Rio de Janeiro,18.39575,15.8608,21.38064
1200.329,3304557,RJ,7/29/01,Rio de Janeiro,18.28234,16.16256,21.53274
1200.329,3304557,RJ,7/30/01,Rio de Janeiro,19.65463,15.47677,23.9105
1200.329,3304557,RJ,7/31/01,Rio de Janeiro,20.31387,15.21246,25.52267
1200.329,3304557,RJ,8/1/01,Rio de Janeiro,20.64367,15.6127,26.25582
1200.329,3304557,RJ,8/2/01,Rio de Janeiro,21.2563,15.9406,26.43038
1200.329,3304557,RJ,8/3/01,Rio de Janeiro,21.61877,18.00042,25.59622
1200.329,3304557,RJ,8/4/01,Rio de Janeiro,21.45654,18.38195,25.59374
1200.329,3304557,RJ,8/5/01,Rio de Janeiro,20.75897,16.86202,24.494
1200.329,3304557,RJ,8/6/01,Rio de Janeiro,20.58526,17.12014,24.37557
1200.329,3304557,RJ,8/7/01,Rio de Janeiro,20.53735,15.7249,25.64486
1200.329,3304557,RJ,8/8/01,Rio de Janeiro,20.23425,15.4132,24.8506
1200.329,3304557,RJ,8/9/01,Rio de Janeiro,21.27618,16.5815,25.10122
1200.329,3304557,RJ,8/10/01,Rio de Janeiro,20.79406,16.75356,24.1324
1200.329,3304557,RJ,8/11/01,Rio de Janeiro,20.86953,17.79467,23.21847
1200.329,3304557,RJ,8/12/01,Rio de Janeiro,20.30392,16.9381,23.69976
1200.329,3304557,RJ,8/13/01,Rio de Janeiro,20.8943,16.8209,24.87182
1200.329,3304557,RJ,8/14/01,Rio de Janeiro,21.13146,16.6114,25.11743
1200.329,3304557,RJ,8/15/01,Rio de Janeiro,20.49172,15.9992,24.37307
1200.329,3304557,RJ,8/16/01,Rio de Janeiro,20.83477,16.66754,24.42294
1200.329,3304557,RJ,8/17/01,Rio de Janeiro,20.883,16.0678,25.46407
1200.329,3304557,RJ,8/18/01,Rio de Janeiro,21.66784,16.6214,26.28823
1200.329,3304557,RJ,8/19/01,Rio de Janeiro,22.46383,17.6937,27.15356
1200.329,3304557,RJ,8/20/01,Rio de Janeiro,21.864,16.41442,27.14483
1200.329,3304557,RJ,8/21/01,Rio de Janeiro,21.1493,18.07397,24.59252
1200.329,3304557,RJ,8/22/01,Rio de Janeiro,21.37295,18.81088,25.5501
1200.329,3304557,RJ,8/23/01,Rio de Janeiro,21.7799,19.11758,25.39922
1200.329,3304557,RJ,8/24/01,Rio de Janeiro,22.67578,19.38442,26.58624
1200.329,3304557,RJ,8/25/01,Rio de Janeiro,23.7881,20.1562,28.3979
1200.329,3304557,RJ,8/26/01,Rio de Janeiro,24.1603,19.44677,28.7657
1200.329,3304557,RJ,8/27/01,Rio de Janeiro,24.60607,20.46545,28.81933
1200.329,3304557,RJ,8/28/01,Rio de Janeiro,23.74963,20.6512,27.24206
1200.329,3304557,RJ,8/29/01,Rio de Janeiro,23.49606,20.40557,27.21465
1200.329,3304557,RJ,8/30/01,Rio de Janeiro,23.6967,21.13,26.70217
1200.329,3304557,RJ,8/31/01,Rio de Janeiro,23.95587,19.4555,28.39416
1200.329,3304557,RJ,9/1/01,Rio de Janeiro,23.9687,19.60012,27.87173
1200.329,3304557,RJ,9/2/01,Rio de Janeiro,23.84304,18.8333,28.4216
1200.329,3304557,RJ,9/3/01,Rio de Janeiro,23.76806,18.83828,28.52883
1200.329,3304557,RJ,9/4/01,Rio de Janeiro,23.857,19.56396,28.83553
1200.329,3304557,RJ,9/5/01,Rio de Janeiro,22.17574,20.04025,24.85436
1200.329,3304557,RJ,9/6/01,Rio de Janeiro,21.62985,19.9667,23.4828
1200.329,3304557,RJ,9/7/01,Rio de Janeiro,20.57675,18.82583,22.80703
1200.329,3304557,RJ,9/8/01,Rio de Janeiro,20.72024,15.8309,25.53887
1200.329,3304557,RJ,9/9/01,Rio de Janeiro,22.02276,18.7847,25.89297
1200.329,3304557,RJ,9/10/01,Rio de Janeiro,22.10687,17.28723,27.26327
1200.329,3304557,RJ,9/11/01,Rio de Janeiro,20.98626,20.14498,22.22723
1200.329,3304557,RJ,9/12/01,Rio de Janeiro,20.31054,17.95052,21.9417
1200.329,3304557,RJ,9/13/01,Rio de Janeiro,21.57238,17.9605,25.84185
1200.329,3304557,RJ,9/14/01,Rio de Janeiro,21.43975,19.34203,23.68606
1200.329,3304557,RJ,9/15/01,Rio de Janeiro,21.95355,20.53774,25.8905
1200.329,3304557,RJ,9/16/01,Rio de Janeiro,20.12432,17.5528,21.91802
1200.329,3304557,RJ,9/17/01,Rio de Janeiro,18.1622,16.9194,19.8707
1200.329,3304557,RJ,9/18/01,Rio de Janeiro,18.60452,16.28225,21.64495
1200.329,3304557,RJ,9/19/01,Rio de Janeiro,19.596,16.2199,23.49154
1200.329,3304557,RJ,9/20/01,Rio de Janeiro,20.29418,16.0603,25.1137
1200.329,3304557,RJ,9/21/01,Rio de Janeiro,21.1582,17.8034,24.43167
1200.329,3304557,RJ,9/22/01,Rio de Janeiro,20.9217,17.55654,23.57385
1200.329,3304557,RJ,9/23/01,Rio de Janeiro,20.6071,18.367,23.1736
1200.329,3304557,RJ,9/24/01,Rio de Janeiro,22.27108,17.973,26.58373
1200.329,3304557,RJ,9/25/01,Rio de Janeiro,24.20196,19.57644,29.40038
1200.329,3304557,RJ,9/26/01,Rio de Janeiro,24.64373,22.42425,28.752
1200.329,3304557,RJ,9/27/01,Rio de Janeiro,21.20626,20.0116,22.66238
1200.329,3304557,RJ,9/28/01,Rio de Janeiro,20.7213,19.75598,22.1225
1200.329,3304557,RJ,9/29/01,Rio de Janeiro,20.7498,19.19613,23.12747
1200.329,3304557,RJ,9/30/01,Rio de Janeiro,21.28967,19.08517,24.09875
1200.329,3304557,RJ,10/1/01,Rio de Janeiro,23.26187,19.0141,28.23458
1200.329,3304557,RJ,10/2/01,Rio de Janeiro,25.35876,23.56387,27.13485
1200.329,3304557,RJ,10/3/01,Rio de Janeiro,23.85302,21.19982,26.68597
1200.329,3304557,RJ,10/4/01,Rio de Janeiro,22.9605,19.56146,27.17724
1200.329,3304557,RJ,10/5/01,Rio de Janeiro,22.29894,19.77468,25.47903
1200.329,3304557,RJ,10/6/01,Rio de Janeiro,21.23986,18.852,24.97903
1200.329,3304557,RJ,10/7/01,Rio de Janeiro,20.607,19.02532,22.76586
1200.329,3304557,RJ,10/8/01,Rio de Janeiro,20.10992,19.5166,20.43054
1200.329,3304557,RJ,10/9/01,Rio de Janeiro,20.32873,19.1251,22.05642
1200.329,3304557,RJ,10/10/01,Rio de Janeiro,22.59704,18.81835,27.31188
1200.329,3304557,RJ,10/11/01,Rio de Janeiro,23.2621,19.99288,26.89172
1200.329,3304557,RJ,10/12/01,Rio de Janeiro,23.1701,19.4829,26.84933
1200.329,3304557,RJ,10/13/01,Rio de Janeiro,22.21642,19.14877,25.61868
1200.329,3304557,RJ,10/14/01,Rio de Janeiro,22.0372,18.3333,25.68102
1200.329,3304557,RJ,10/15/01,Rio de Janeiro,22.13137,18.75475,26.54385
1200.329,3304557,RJ,10/16/01,Rio de Janeiro,21.7739,19.0353,25.2845
1200.329,3304557,RJ,10/17/01,Rio de Janeiro,21.86334,19.18615,25.13613
1200.329,3304557,RJ,10/18/01,Rio de Janeiro,22.2509,19.45672,25.45284
1200.329,3304557,RJ,10/19/01,Rio de Janeiro,22.93627,19.5752,26.73086
1200.329,3304557,RJ,10/20/01,Rio de Janeiro,21.73327,20.81207,23.12872
1200.329,3304557,RJ,10/21/01,Rio de Janeiro,21.89047,19.69985,25.0314
1200.329,3304557,RJ,10/22/01,Rio de Janeiro,21.08148,19.79586,23.06014
1200.329,3304557,RJ,10/23/01,Rio de Janeiro,21.95568,20.0839,24.2808
1200.329,3304557,RJ,10/24/01,Rio de Janeiro,21.58557,20.25845,22.9479
1200.329,3304557,RJ,10/25/01,Rio de Janeiro,21.68884,19.33453,24.10125
1200.329,3304557,RJ,10/26/01,Rio de Janeiro,21.7774,18.3458,24.96783
1200.329,3304557,RJ,10/27/01,Rio de Janeiro,21.59445,17.20117,25.89297
1200.329,3304557,RJ,10/28/01,Rio de Janeiro,22.43093,17.7074,27.48147
1200.329,3304557,RJ,10/29/01,Rio de Janeiro,23.85034,19.1263,29.0338
1200.329,3304557,RJ,10/30/01,Rio de Janeiro,24.8048,19.47418,29.9889
1200.329,3304557,RJ,10/31/01,Rio de Janeiro,23.66583,20.9492,26.7907
1200.329,3304557,RJ,11/1/01,Rio de Janeiro,22.20928,20.34448,24.55636
1200.329,3304557,RJ,11/2/01,Rio de Janeiro,21.8966,19.7884,23.54516
1200.329,3304557,RJ,11/3/01,Rio de Janeiro,20.6093,19.55273,21.79208
1200.329,3304557,RJ,11/4/01,Rio de Janeiro,19.9413,19.12008,20.55148
1200.329,3304557,RJ,11/5/01,Rio de Janeiro,20.7873,19.4218,22.47537
1200.329,3304557,RJ,11/6/01,Rio de Janeiro,22.35305,19.47045,25.95782
1200.329,3304557,RJ,11/7/01,Rio de Janeiro,24.4843,20.64373,29.28066
1200.329,3304557,RJ,11/8/01,Rio de Janeiro,25.0289,21.94045,29.67095
1200.329,3304557,RJ,11/9/01,Rio de Janeiro,23.09393,21.46914,25.0663
1200.329,3304557,RJ,11/10/01,Rio de Janeiro,23.79104,21.17864,27.47024
1200.329,3304557,RJ,11/11/01,Rio de Janeiro,25.62963,21.55767,30.76568
1200.329,3304557,RJ,11/12/01,Rio de Janeiro,23.3391,21.9554,24.15112
