AREA_KM2,time,NM_MUN,SIGLA,CD_MUN,t2m,t2m_min,t2m_max
312.353,2005-10-14,Fortaleza,CE,2304400,27.08960000000002,25.309230000000014,29.63067000000001
312.353,2005-10-15,Fortaleza,CE,2304400,27.06182000000001,25.150540000000035,29.25308000000001
312.353,2005-10-16,Fortaleza,CE,2304400,27.178060000000016,25.478330000000028,29.649200000000008
312.353,2005-10-17,Fortaleza,CE,2304400,27.290549999999996,25.611540000000048,30.371970000000033
312.353,2005-10-18,Fortaleza,CE,2304400,27.119619999999998,25.214230000000043,29.52642000000003
312.353,2005-10-19,Fortaleza,CE,2304400,27.103200000000015,25.44473000000005,29.162740000000042
312.353,2005-10-20,Fortaleza,CE,2304400,27.137020000000007,25.194540000000018,30.1241
312.353,2005-10-21,Fortaleza,CE,2304400,27.373100000000022,25.400720000000035,30.40554000000003
312.353,2005-10-22,Fortaleza,CE,2304400,26.998000000000047,25.2235,29.55770000000001
312.353,2005-10-23,Fortaleza,CE,2304400,26.967100000000016,25.13662000000005,29.711760000000027
312.353,2005-10-24,Fortaleza,CE,2304400,26.937620000000038,25.20962000000003,29.52180000000004
312.353,2005-10-25,Fortaleza,CE,2304400,26.80645000000004,25.432000000000016,29.06660000000005
312.353,2005-10-26,Fortaleza,CE,2304400,27.238460000000032,25.642800000000022,29.863500000000045
312.353,2005-10-27,Fortaleza,CE,2304400,27.10680000000002,25.264030000000048,29.753440000000012
312.353,2005-10-28,Fortaleza,CE,2304400,26.972280000000012,25.394920000000013,28.96932000000004
312.353,2005-10-29,Fortaleza,CE,2304400,27.18090000000001,25.752830000000017,29.39440000000002
312.353,2005-10-30,Fortaleza,CE,2304400,27.35528000000005,25.06713000000002,30.05343000000005
312.353,2005-10-31,Fortaleza,CE,2304400,27.438350000000014,25.697230000000047,29.30056000000002
312.353,2005-11-01,Fortaleza,CE,2304400,27.48422000000005,25.969420000000014,29.408299999999997
312.353,2005-11-02,Fortaleza,CE,2304400,27.535300000000007,25.83970000000005,30.19824
312.353,2005-11-03,Fortaleza,CE,2304400,27.37700000000001,25.886040000000037,30.296700000000044
312.353,2005-11-04,Fortaleza,CE,2304400,27.17193000000003,25.54666000000003,29.27624000000003
312.353,2005-11-05,Fortaleza,CE,2304400,27.10485,25.68795,29.381650000000036
312.353,2005-11-06,Fortaleza,CE,2304400,27.33447000000001,25.498000000000047,30.47967
312.353,2005-11-07,Fortaleza,CE,2304400,26.964500000000044,25.452840000000037,29.50558000000001
312.353,2005-11-08,Fortaleza,CE,2304400,27.31835000000001,25.744700000000023,29.745360000000005
312.353,2005-11-09,Fortaleza,CE,2304400,27.443300000000022,25.872130000000027,29.3168
312.353,2005-11-10,Fortaleza,CE,2304400,27.360130000000026,25.659019999999998,29.322600000000023
312.353,2005-11-11,Fortaleza,CE,2304400,27.285150000000044,25.682180000000017,29.50558000000001
312.353,2005-11-12,Fortaleza,CE,2304400,27.42446000000001,25.888329999999996,29.59594000000004
312.353,2005-11-13,Fortaleza,CE,2304400,27.38497000000001,25.510770000000036,30.01522
312.353,2005-11-14,Fortaleza,CE,2304400,27.371200000000044,24.596900000000005,29.727959999999996
312.353,2005-11-15,Fortaleza,CE,2304400,27.67040000000003,26.136220000000037,30.07660000000004
312.353,2005-11-16,Fortaleza,CE,2304400,27.576300000000003,25.712300000000027,29.76968000000005
312.353,2005-11-17,Fortaleza,CE,2304400,27.73046000000005,26.093350000000044,30.43914000000001
312.353,2005-11-18,Fortaleza,CE,2304400,27.761930000000007,25.784100000000024,30.282770000000028
312.353,2005-11-19,Fortaleza,CE,2304400,27.88787000000002,26.02502000000004,30.520230000000026
312.353,2005-11-20,Fortaleza,CE,2304400,27.797799999999995,26.144300000000044,30.223720000000014
312.353,2005-11-21,Fortaleza,CE,2304400,27.547600000000045,25.925400000000025,29.917930000000013
312.353,2005-11-22,Fortaleza,CE,2304400,27.661860000000047,26.01922000000002,30.325620000000015
312.353,2005-11-23,Fortaleza,CE,2304400,27.775320000000022,26.067859999999996,30.235280000000046
312.353,2005-11-24,Fortaleza,CE,2304400,27.779300000000035,26.14083000000005,30.122950000000003
312.353,2005-11-25,Fortaleza,CE,2304400,27.747500000000002,25.960170000000005,30.498220000000003
312.353,2005-11-26,Fortaleza,CE,2304400,27.607600000000048,26.045860000000005,29.70016000000004
312.353,2005-11-27,Fortaleza,CE,2304400,27.61318,26.013450000000034,29.33764000000002
312.353,2005-11-28,Fortaleza,CE,2304400,27.358030000000042,25.868650000000002,29.328360000000032
312.353,2005-11-29,Fortaleza,CE,2304400,27.684799999999996,25.935850000000016,29.6909
312.353,2005-11-30,Fortaleza,CE,2304400,27.876520000000028,26.304160000000024,30.002470000000017
312.353,2005-12-01,Fortaleza,CE,2304400,27.81948,26.202230000000043,30.301300000000026
312.353,2005-12-02,Fortaleza,CE,2304400,27.635250000000042,25.998379999999997,29.93530000000004
312.353,2005-12-03,Fortaleza,CE,2304400,27.70120000000003,26.066700000000026,30.17736000000002
312.353,2005-12-04,Fortaleza,CE,2304400,27.758100000000013,26.10146000000003,30.067350000000033
312.353,2005-12-05,Fortaleza,CE,2304400,27.57937000000004,26.226560000000006,29.541500000000042
312.353,2005-12-06,Fortaleza,CE,2304400,27.511900000000026,25.507300000000043,29.497460000000046
312.353,2005-12-07,Fortaleza,CE,2304400,27.44885000000005,25.760950000000037,28.96120000000002
312.353,2005-12-08,Fortaleza,CE,2304400,27.638300000000015,26.521900000000016,29.443050000000028
312.353,2005-12-09,Fortaleza,CE,2304400,27.928200000000004,26.25320000000005,30.376580000000047
312.353,2005-12-10,Fortaleza,CE,2304400,27.86220000000003,25.93237000000005,29.965419999999995
312.353,2005-12-11,Fortaleza,CE,2304400,27.67670000000004,25.980999999999995,29.579700000000003
312.353,2005-12-12,Fortaleza,CE,2304400,27.47854000000001,25.912680000000023,29.308680000000038
312.353,2005-12-13,Fortaleza,CE,2304400,27.26568000000003,26.108420000000024,29.20210000000003
312.353,2005-12-14,Fortaleza,CE,2304400,27.73248000000001,26.23583000000002,29.585500000000025
312.353,2005-12-15,Fortaleza,CE,2304400,27.320670000000007,25.848960000000034,29.21255000000002
312.353,2005-12-16,Fortaleza,CE,2304400,27.64730000000003,26.059780000000046,29.82525000000004
312.353,2005-12-17,Fortaleza,CE,2304400,27.683700000000044,26.277520000000038,29.897100000000023
312.353,2005-12-18,Fortaleza,CE,2304400,28.0822,26.517269999999996,30.873500000000035
312.353,2005-12-19,Fortaleza,CE,2304400,28.080560000000048,26.00997000000001,31.27770000000004
312.353,2005-12-20,Fortaleza,CE,2304400,27.758939999999996,25.389120000000048,30.30940000000004
312.353,2005-12-21,Fortaleza,CE,2304400,27.81450000000001,26.423460000000034,30.388180000000034
312.353,2005-12-22,Fortaleza,CE,2304400,27.486630000000048,26.114220000000046,29.112940000000037
312.353,2005-12-23,Fortaleza,CE,2304400,27.604640000000018,26.22076000000004,29.63530000000003
312.353,2005-12-24,Fortaleza,CE,2304400,27.625400000000013,26.148950000000013,29.397850000000005
312.353,2005-12-25,Fortaleza,CE,2304400,27.311239999999998,25.260580000000004,29.270470000000046
312.353,2005-12-26,Fortaleza,CE,2304400,27.75732000000005,26.44198,29.807900000000018
312.353,2005-12-27,Fortaleza,CE,2304400,27.91410000000002,26.4837,29.89593000000002
312.353,2005-12-28,Fortaleza,CE,2304400,27.51907,26.375969999999995,28.739980000000003
312.353,2005-12-29,Fortaleza,CE,2304400,27.90807000000001,26.23815000000002,30.367330000000038
312.353,2005-12-30,Fortaleza,CE,2304400,27.82495,26.15010000000001,29.85537000000005
312.353,2005-12-31,Fortaleza,CE,2304400,27.35372000000001,25.244349999999997,28.88476000000003
495.39,2005-01-01,Porto Alegre,RS,4314902,25.349019999999996,21.476560000000006,31.000879999999995
495.39,2005-01-02,Porto Alegre,RS,4314902,26.38384000000002,20.862660000000005,33.59770000000003
495.39,2005-01-03,Porto Alegre,RS,4314902,24.94085000000001,23.44210000000004,26.52538000000004
495.39,2005-01-04,Porto Alegre,RS,4314902,26.404570000000035,22.165700000000015,32.749870000000044
495.39,2005-01-05,Porto Alegre,RS,4314902,26.305020000000013,21.594700000000046,32.77072000000004
495.39,2005-01-06,Porto Alegre,RS,4314902,27.04263000000003,22.340599999999995,33.62667000000005
495.39,2005-01-07,Porto Alegre,RS,4314902,27.18655000000001,21.271540000000016,34.80114000000003
495.39,2005-01-08,Porto Alegre,RS,4314902,28.10623000000004,22.935940000000016,35.84008
495.39,2005-01-09,Porto Alegre,RS,4314902,29.29907000000003,23.56024000000002,37.013419999999996
495.39,2005-01-10,Porto Alegre,RS,4314902,26.767719999999997,24.16020000000003,30.420620000000042
495.39,2005-01-11,Porto Alegre,RS,4314902,26.149100000000033,23.04946000000001,30.955700000000036
495.39,2005-01-12,Porto Alegre,RS,4314902,26.41760000000005,20.628700000000038,33.56527
495.39,2005-01-13,Porto Alegre,RS,4314902,25.859460000000013,19.49938000000003,33.59770000000003
495.39,2005-01-14,Porto Alegre,RS,4314902,26.89315000000005,20.24648000000002,34.847470000000044
495.39,2005-01-15,Porto Alegre,RS,4314902,26.630430000000047,23.22320000000002,30.956870000000038
495.39,2005-01-16,Porto Alegre,RS,4314902,23.54540000000003,19.384730000000047,27.128840000000025
495.39,2005-01-17,Porto Alegre,RS,4314902,22.632300000000043,15.219629999999995,30.349940000000004
495.39,2005-01-18,Porto Alegre,RS,4314902,24.38644000000005,17.495600000000024,32.695430000000044
495.39,2005-01-19,Porto Alegre,RS,4314902,25.227720000000033,19.34880000000004,31.955300000000022
495.39,2005-01-20,Porto Alegre,RS,4314902,23.665639999999996,18.880880000000047,31.65530000000001
495.39,2005-01-21,Porto Alegre,RS,4314902,22.816370000000006,17.698300000000017,28.795560000000023
495.39,2005-01-22,Porto Alegre,RS,4314902,24.915300000000002,17.31722000000002,34.450199999999995
495.39,2005-01-23,Porto Alegre,RS,4314902,27.41130000000004,20.883500000000026,35.35247000000004
495.39,2005-01-24,Porto Alegre,RS,4314902,25.05260000000004,21.988500000000045,28.054280000000006
495.39,2005-01-25,Porto Alegre,RS,4314902,23.321529999999996,19.049980000000005,24.935100000000034
495.39,2005-01-26,Porto Alegre,RS,4314902,21.578580000000045,14.652100000000019,27.384820000000047
495.39,2005-01-27,Porto Alegre,RS,4314902,21.788100000000043,13.859830000000045,29.59594000000004
495.39,2005-01-28,Porto Alegre,RS,4314902,24.671870000000013,18.65038000000004,30.693960000000004
495.39,2005-01-29,Porto Alegre,RS,4314902,27.020500000000027,21.631740000000036,34.14788000000004
495.39,2005-01-30,Porto Alegre,RS,4314902,28.259900000000016,22.613950000000045,35.06405000000001
495.39,2005-01-31,Porto Alegre,RS,4314902,28.779380000000003,22.835170000000005,35.89105000000001
495.39,2005-02-01,Porto Alegre,RS,4314902,25.128780000000006,21.027120000000025,27.568960000000004
495.39,2005-02-02,Porto Alegre,RS,4314902,20.384580000000028,19.07430000000005,21.89004
495.39,2005-02-03,Porto Alegre,RS,4314902,20.128530000000012,17.77474000000001,22.279200000000003
495.39,2005-02-04,Porto Alegre,RS,4314902,21.811059999999998,17.46320000000003,27.097560000000044
495.39,2005-02-05,Porto Alegre,RS,4314902,24.30200000000002,20.180440000000033,30.281600000000026
495.39,2005-02-06,Porto Alegre,RS,4314902,25.211850000000027,19.646500000000003,32.58190000000002
495.39,2005-02-07,Porto Alegre,RS,4314902,24.78448000000003,18.392100000000028,32.22634000000005
495.39,2005-02-08,Porto Alegre,RS,4314902,24.83960000000002,18.62954000000002,31.8279
495.39,2005-02-09,Porto Alegre,RS,4314902,26.323720000000037,19.315240000000017,33.692679999999996
495.39,2005-02-10,Porto Alegre,RS,4314902,27.190800000000024,21.664180000000044,33.04406
495.39,2005-02-11,Porto Alegre,RS,4314902,23.44473000000005,21.117500000000007,27.682500000000005
495.39,2005-02-12,Porto Alegre,RS,4314902,22.341520000000003,19.867729999999995,25.953200000000038
495.39,2005-02-13,Porto Alegre,RS,4314902,23.44363000000004,20.708600000000047,27.403340000000014
495.39,2005-02-14,Porto Alegre,RS,4314902,23.576099999999997,21.07000000000005,27.266700000000014
495.39,2005-02-15,Porto Alegre,RS,4314902,22.975459999999998,19.514460000000042,27.011870000000044
495.39,2005-02-16,Porto Alegre,RS,4314902,23.323900000000037,19.845730000000003,27.688300000000027
495.39,2005-02-17,Porto Alegre,RS,4314902,23.905700000000024,19.501700000000028,29.312160000000006
495.39,2005-02-18,Porto Alegre,RS,4314902,25.11560000000003,22.62786,30.338369999999998
495.39,2005-02-19,Porto Alegre,RS,4314902,26.05540000000002,22.502769999999998,31.902030000000025
495.39,2005-02-20,Porto Alegre,RS,4314902,26.22582,21.913200000000018,32.44060000000002
495.39,2005-02-21,Porto Alegre,RS,4314902,25.292700000000025,19.873500000000035,31.629819999999995
495.39,2005-02-22,Porto Alegre,RS,4314902,25.45043000000004,20.78042000000005,31.66458
495.39,2005-02-23,Porto Alegre,RS,4314902,26.19512000000003,21.873829999999998,32.46377000000001
495.39,2005-02-24,Porto Alegre,RS,4314902,26.20324000000005,22.338279999999997,31.684259999999995
495.39,2005-02-25,Porto Alegre,RS,4314902,25.952140000000043,22.888450000000034,29.985100000000045
495.39,2005-02-26,Porto Alegre,RS,4314902,25.388900000000035,23.037869999999998,28.736500000000035
495.39,2005-02-27,Porto Alegre,RS,4314902,24.36315000000002,20.063469999999995,29.96890000000002
495.39,2005-02-28,Porto Alegre,RS,4314902,24.761900000000026,20.390100000000018,30.122950000000003
495.39,2005-03-01,Porto Alegre,RS,4314902,22.595500000000015,19.377769999999998,25.61038000000002
495.39,2005-03-02,Porto Alegre,RS,4314902,21.55468000000002,15.40264000000002,27.440420000000017
495.39,2005-03-03,Porto Alegre,RS,4314902,21.949580000000026,16.192560000000014,27.711450000000013
495.39,2005-03-04,Porto Alegre,RS,4314902,23.641999999999996,17.418000000000006,31.093560000000025
495.39,2005-03-05,Porto Alegre,RS,4314902,24.39715000000001,17.612600000000043,32.500850000000014
495.39,2005-03-06,Porto Alegre,RS,4314902,25.823720000000037,18.745400000000018,34.67720000000003
495.39,2005-03-07,Porto Alegre,RS,4314902,26.87835000000001,19.390530000000012,36.633500000000026
495.39,2005-03-08,Porto Alegre,RS,4314902,28.697000000000003,20.007870000000025,37.946950000000015
495.39,2005-03-09,Porto Alegre,RS,4314902,24.982780000000048,21.69198,29.38745
495.39,2005-03-10,Porto Alegre,RS,4314902,25.90246000000002,19.29208,34.6216
495.39,2005-03-11,Porto Alegre,RS,4314902,28.93502000000001,22.512020000000007,37.414180000000044
495.39,2005-03-12,Porto Alegre,RS,4314902,25.47424000000001,21.454520000000002,30.05460000000005
495.39,2005-03-13,Porto Alegre,RS,4314902,23.186800000000005,21.771900000000016,26.09567000000004
495.39,2005-03-14,Porto Alegre,RS,4314902,24.0788,21.62480000000005,27.967430000000036
495.39,2005-03-15,Porto Alegre,RS,4314902,22.916070000000047,20.94840000000005,26.942350000000033
495.39,2005-03-16,Porto Alegre,RS,4314902,23.62545,20.75033000000002,28.455039999999997
495.39,2005-03-17,Porto Alegre,RS,4314902,24.570670000000007,20.17697000000004,30.64416
495.39,2005-03-18,Porto Alegre,RS,4314902,24.848400000000026,20.581200000000024,31.203580000000045
495.39,2005-03-19,Porto Alegre,RS,4314902,23.01934,20.75726000000003,26.359770000000026
495.39,2005-03-20,Porto Alegre,RS,4314902,23.226300000000037,17.462030000000027,30.025630000000035
495.39,2005-03-21,Porto Alegre,RS,4314902,25.82537000000002,19.946500000000015,34.154840000000036
495.39,2005-03-22,Porto Alegre,RS,4314902,22.562340000000006,20.053030000000035,24.969840000000033
495.39,2005-03-23,Porto Alegre,RS,4314902,19.97302000000002,19.10558000000003,20.695899999999995
495.39,2005-03-24,Porto Alegre,RS,4314902,20.962820000000022,17.06704000000002,24.98720000000003
495.39,2005-03-25,Porto Alegre,RS,4314902,21.498829999999998,16.390620000000013,27.70565000000005
495.39,2005-03-26,Porto Alegre,RS,4314902,22.264520000000005,17.094840000000033,28.75155000000001
495.39,2005-03-27,Porto Alegre,RS,4314902,22.668200000000013,16.562070000000006,29.417570000000012
495.39,2005-03-28,Porto Alegre,RS,4314902,23.88470000000001,18.602900000000034,30.270039999999995
495.39,2005-03-29,Porto Alegre,RS,4314902,24.758700000000033,19.769280000000037,31.23834000000005
495.39,2005-03-30,Porto Alegre,RS,4314902,22.760340000000042,21.460320000000024,24.090720000000033
495.39,2005-03-31,Porto Alegre,RS,4314902,22.54815000000002,21.334069999999997,24.523920000000032
495.39,2005-04-01,Porto Alegre,RS,4314902,23.71087,21.467280000000017,28.174740000000043
495.39,2005-04-02,Porto Alegre,RS,4314902,23.029300000000035,21.192769999999996,25.682180000000017
495.39,2005-04-03,Porto Alegre,RS,4314902,20.554300000000012,18.68398000000002,22.617430000000013
495.39,2005-04-04,Porto Alegre,RS,4314902,18.19064000000003,15.125820000000033,22.389250000000004
495.39,2005-04-05,Porto Alegre,RS,4314902,18.9375,13.226280000000031,25.822320000000047
495.39,2005-04-06,Porto Alegre,RS,4314902,23.094570000000033,19.380100000000027,28.603300000000047
495.39,2005-04-07,Porto Alegre,RS,4314902,26.76364000000001,20.830219999999997,34.7328
495.39,2005-04-08,Porto Alegre,RS,4314902,22.97860000000003,20.092430000000036,28.450400000000002
495.39,2005-04-09,Porto Alegre,RS,4314902,23.007470000000012,20.306700000000035,27.434630000000027
495.39,2005-04-10,Porto Alegre,RS,4314902,23.838099999999997,20.339140000000043,29.14074000000005
495.39,2005-04-11,Porto Alegre,RS,4314902,26.667470000000037,21.506650000000036,33.78304000000003
495.39,2005-04-12,Porto Alegre,RS,4314902,22.460320000000024,20.744529999999997,25.266350000000045
495.39,2005-04-13,Porto Alegre,RS,4314902,21.112270000000024,20.252250000000004,22.304700000000025
495.39,2005-04-14,Porto Alegre,RS,4314902,23.38366000000002,20.519830000000013,28.275500000000022
495.39,2005-04-15,Porto Alegre,RS,4314902,21.255899999999997,18.65966000000003,23.721249999999998
495.39,2005-04-16,Porto Alegre,RS,4314902,19.9923,16.553950000000043,24.08724000000001
495.39,2005-04-17,Porto Alegre,RS,4314902,18.44998000000004,13.943230000000028,24.01660000000004
495.39,2005-04-18,Porto Alegre,RS,4314902,18.931020000000046,12.685360000000003,26.184870000000046
495.39,2005-04-19,Porto Alegre,RS,4314902,19.887350000000026,18.001760000000047,21.69082000000003
495.39,2005-04-20,Porto Alegre,RS,4314902,20.162000000000035,17.85235,24.130120000000034
495.39,2005-04-21,Porto Alegre,RS,4314902,20.514200000000017,18.373559999999998,24.280700000000024
495.39,2005-04-22,Porto Alegre,RS,4314902,19.09414000000004,15.593740000000025,23.732799999999997
495.39,2005-04-23,Porto Alegre,RS,4314902,18.271500000000003,13.438230000000033,25.154020000000003
495.39,2005-04-24,Porto Alegre,RS,4314902,17.732799999999997,12.202400000000011,23.28805
495.39,2005-04-25,Porto Alegre,RS,4314902,15.78973000000002,13.09540000000004,19.948820000000012
495.39,2005-04-26,Porto Alegre,RS,4314902,15.545830000000024,12.147940000000006,20.15148000000005
495.39,2005-04-27,Porto Alegre,RS,4314902,15.830650000000048,12.400450000000035,19.456540000000018
495.39,2005-04-28,Porto Alegre,RS,4314902,16.60546000000005,14.090329999999994,20.83602000000002
495.39,2005-04-29,Porto Alegre,RS,4314902,16.24096000000003,12.97610000000003,20.997029999999995
495.39,2005-04-30,Porto Alegre,RS,4314902,16.423969999999997,12.69580000000002,21.884240000000034
495.39,2005-05-01,Porto Alegre,RS,4314902,15.645000000000039,9.978499999999997,22.408929999999998
495.39,2005-05-02,Porto Alegre,RS,4314902,17.579030000000046,11.05337000000003,24.479900000000043
495.39,2005-05-03,Porto Alegre,RS,4314902,17.742819999999995,11.72863000000001,24.373350000000016
495.39,2005-05-04,Porto Alegre,RS,4314902,18.97967,12.89733000000001,26.706080000000043
495.39,2005-05-05,Porto Alegre,RS,4314902,20.472800000000007,13.874900000000025,28.111050000000034
495.39,2005-05-06,Porto Alegre,RS,4314902,19.85372000000001,15.535850000000039,24.320060000000012
495.39,2005-05-07,Porto Alegre,RS,4314902,18.538170000000036,17.70410000000004,19.676600000000008
495.39,2005-05-08,Porto Alegre,RS,4314902,18.96075000000002,17.55236000000002,21.51708000000002
495.39,2005-05-09,Porto Alegre,RS,4314902,19.2457,18.074730000000045,21.461479999999995
495.39,2005-05-10,Porto Alegre,RS,4314902,19.869740000000036,15.985250000000008,25.32310000000001
495.39,2005-05-11,Porto Alegre,RS,4314902,20.081960000000038,18.529930000000036,21.74642
495.39,2005-05-12,Porto Alegre,RS,4314902,20.29290000000003,17.254700000000014,23.240560000000016
495.39,2005-05-13,Porto Alegre,RS,4314902,22.846900000000005,18.63882000000001,29.123350000000016
495.39,2005-05-14,Porto Alegre,RS,4314902,22.912000000000035,18.09557000000001,29.797450000000026
495.39,2005-05-15,Porto Alegre,RS,4314902,22.531180000000006,19.283960000000036,26.735040000000026
495.39,2005-05-16,Porto Alegre,RS,4314902,21.360160000000008,20.12948,23.00890000000004
495.39,2005-05-17,Porto Alegre,RS,4314902,18.493340000000046,16.264370000000042,20.913630000000012
495.39,2005-05-18,Porto Alegre,RS,4314902,19.301840000000027,18.081700000000012,20.942600000000027
495.39,2005-05-19,Porto Alegre,RS,4314902,20.89608000000004,18.476650000000006,24.85170000000005
495.39,2005-05-20,Porto Alegre,RS,4314902,19.14825000000002,18.05853000000002,21.06304
495.39,2005-05-21,Porto Alegre,RS,4314902,15.333150000000046,11.443720000000042,18.427999999999997
495.39,2005-05-22,Porto Alegre,RS,4314902,11.236630000000048,8.324520000000007,15.057500000000005
495.39,2005-05-23,Porto Alegre,RS,4314902,11.570550000000026,4.929680000000019,18.729150000000004
495.39,2005-05-24,Porto Alegre,RS,4314902,14.847470000000044,11.637140000000045,18.59826000000004
495.39,2005-05-25,Porto Alegre,RS,4314902,14.991480000000024,12.461820000000046,17.399470000000008
495.39,2005-05-26,Porto Alegre,RS,4314902,13.253350000000012,9.04498000000001,18.549620000000004
495.39,2005-05-27,Porto Alegre,RS,4314902,13.613460000000032,7.535760000000039,21.672300000000007
495.39,2005-05-28,Porto Alegre,RS,4314902,15.979060000000004,9.768880000000024,24.27722
495.39,2005-05-29,Porto Alegre,RS,4314902,18.78370000000001,12.73168000000004,27.840020000000038
495.39,2005-05-30,Porto Alegre,RS,4314902,18.479730000000018,15.869400000000041,23.362180000000023
495.39,2005-05-31,Porto Alegre,RS,4314902,19.564080000000047,17.048519999999996,24.47643000000005
495.39,2005-06-01,Porto Alegre,RS,4314902,20.310360000000003,16.25164000000001,26.318050000000028
495.39,2005-06-02,Porto Alegre,RS,4314902,21.89825000000002,16.87826000000001,28.244230000000016
495.39,2005-06-03,Porto Alegre,RS,4314902,22.551780000000008,17.60912000000002,28.738820000000032
495.39,2005-06-04,Porto Alegre,RS,4314902,22.037130000000047,17.529200000000003,27.71610000000004
495.39,2005-06-05,Porto Alegre,RS,4314902,22.132300000000043,17.50952000000001,27.938469999999995
495.39,2005-06-06,Porto Alegre,RS,4314902,22.163700000000006,17.607970000000023,28.07280000000003
495.39,2005-06-07,Porto Alegre,RS,4314902,20.86053000000004,15.956299999999999,27.032700000000034
495.39,2005-06-08,Porto Alegre,RS,4314902,19.67407000000003,13.261000000000024,27.51803000000001
495.39,2005-06-09,Porto Alegre,RS,4314902,19.58630000000005,15.694500000000005,23.974900000000048
495.39,2005-06-10,Porto Alegre,RS,4314902,19.37664000000001,14.407700000000034,25.356700000000046
495.39,2005-06-11,Porto Alegre,RS,4314902,21.069180000000017,17.48403000000002,25.199180000000013
495.39,2005-06-12,Porto Alegre,RS,4314902,19.645140000000026,18.11297000000002,21.294700000000034
495.39,2005-06-13,Porto Alegre,RS,4314902,18.526700000000005,17.2072,19.79012
495.39,2005-06-14,Porto Alegre,RS,4314902,18.306420000000003,17.165520000000015,19.553830000000005
495.39,2005-06-15,Porto Alegre,RS,4314902,18.528620000000046,16.622280000000046,20.443380000000047
495.39,2005-06-16,Porto Alegre,RS,4314902,18.949520000000007,16.897940000000006,21.925960000000032
495.39,2005-06-17,Porto Alegre,RS,4314902,18.35967000000005,17.828030000000012,18.980500000000006
495.39,2005-06-18,Porto Alegre,RS,4314902,18.52728000000002,15.978300000000047,21.862240000000043
495.39,2005-06-19,Porto Alegre,RS,4314902,16.10522000000003,13.596920000000011,17.90100000000001
495.39,2005-06-20,Porto Alegre,RS,4314902,12.123829999999998,9.678520000000049,13.649040000000014
495.39,2005-06-21,Porto Alegre,RS,4314902,10.988060000000019,8.52606000000003,15.076000000000022
495.39,2005-06-22,Porto Alegre,RS,4314902,10.708370000000002,5.925780000000032,16.88986
495.39,2005-06-23,Porto Alegre,RS,4314902,13.31570000000005,9.216400000000021,19.456540000000018
495.39,2005-06-24,Porto Alegre,RS,4314902,13.948500000000024,10.599360000000047,18.103700000000003
495.39,2005-06-25,Porto Alegre,RS,4314902,13.499930000000006,7.763940000000048,20.217520000000036
495.39,2005-06-26,Porto Alegre,RS,4314902,16.027030000000025,14.169100000000014,19.471600000000024
495.39,2005-06-27,Porto Alegre,RS,4314902,18.436149999999998,14.857100000000003,23.431669999999997
495.39,2005-06-28,Porto Alegre,RS,4314902,19.44195000000002,15.86360000000002,24.49496000000005
495.39,2005-06-29,Porto Alegre,RS,4314902,19.925400000000025,16.513419999999996,24.05830000000003
495.39,2005-06-30,Porto Alegre,RS,4314902,20.051720000000046,17.328820000000007,23.70852000000002
495.39,2005-07-01,Porto Alegre,RS,4314902,19.734550000000013,14.231650000000002,27.36166000000003
495.39,2005-07-02,Porto Alegre,RS,4314902,23.428800000000024,20.032200000000046,28.880120000000034
495.39,2005-07-03,Porto Alegre,RS,4314902,22.159970000000044,18.882040000000018,26.86360000000002
495.39,2005-07-04,Porto Alegre,RS,4314902,16.724800000000016,13.485700000000008,20.880030000000033
495.39,2005-07-05,Porto Alegre,RS,4314902,12.046530000000018,10.059600000000046,14.4332
495.39,2005-07-06,Porto Alegre,RS,4314902,8.58743000000004,5.594500000000039,12.20700000000005
495.39,2005-07-07,Porto Alegre,RS,4314902,11.615530000000035,8.460050000000024,16.791380000000004
495.39,2005-07-08,Porto Alegre,RS,4314902,12.770560000000046,7.938840000000027,19.270070000000032
495.39,2005-07-09,Porto Alegre,RS,4314902,13.637800000000027,7.36318,19.968500000000006
495.39,2005-07-10,Porto Alegre,RS,4314902,14.821799999999996,8.946500000000015,21.804300000000012
495.39,2005-07-11,Porto Alegre,RS,4314902,15.320430000000044,9.793200000000013,22.611630000000048
495.39,2005-07-12,Porto Alegre,RS,4314902,14.98696000000001,8.863120000000038,21.734830000000045
495.39,2005-07-13,Porto Alegre,RS,4314902,16.837850000000003,11.032530000000008,24.614250000000027
495.39,2005-07-14,Porto Alegre,RS,4314902,17.83340000000004,12.072660000000042,24.982600000000048
495.39,2005-07-15,Porto Alegre,RS,4314902,18.216970000000003,12.432860000000005,24.75210000000004
495.39,2005-07-16,Porto Alegre,RS,4314902,18.975600000000043,17.697140000000047,21.38503000000003
495.39,2005-07-17,Porto Alegre,RS,4314902,14.401900000000012,12.086540000000014,17.40643
495.39,2005-07-18,Porto Alegre,RS,4314902,10.631040000000041,8.859640000000013,12.971460000000036
495.39,2005-07-19,Porto Alegre,RS,4314902,9.10748000000001,5.793730000000039,13.117400000000032
495.39,2005-07-20,Porto Alegre,RS,4314902,9.563230000000033,3.22240000000005,17.424950000000024
495.39,2005-07-21,Porto Alegre,RS,4314902,9.987120000000004,5.465940000000046,13.967550000000017
495.39,2005-07-22,Porto Alegre,RS,4314902,13.736400000000003,12.350639999999999,15.159420000000011
495.39,2005-07-23,Porto Alegre,RS,4314902,11.892800000000022,8.410240000000044,13.830900000000042
