AREA_KM2,time,NM_MUN,SIGLA,CD_MUN,t2m,t2m_min,t2m_max
312.353,2005-04-08,Fortaleza,CE,2304400,27.685360000000003,25.725030000000004,30.157680000000028
312.353,2005-04-09,Fortaleza,CE,2304400,27.701780000000042,26.177900000000022,29.448820000000012
312.353,2005-04-10,Fortaleza,CE,2304400,26.713220000000035,24.633970000000033,28.590570000000014
312.353,2005-04-11,Fortaleza,CE,2304400,27.041560000000004,24.763670000000047,29.107140000000015
312.353,2005-04-12,Fortaleza,CE,2304400,27.245720000000006,25.494529999999997,28.904440000000022
312.353,2005-04-13,Fortaleza,CE,2304400,26.75338000000005,25.657860000000028,27.77630000000005
312.353,2005-04-14,Fortaleza,CE,2304400,27.123000000000047,25.882560000000012,29.017970000000048
312.353,2005-04-15,Fortaleza,CE,2304400,27.418240000000026,26.206870000000038,28.60098000000005
312.353,2005-04-16,Fortaleza,CE,2304400,27.239220000000046,25.692600000000027,29.373530000000017
312.353,2005-04-17,Fortaleza,CE,2304400,27.513180000000034,26.311120000000017,28.949600000000032
312.353,2005-04-18,Fortaleza,CE,2304400,27.78340000000003,26.08062000000001,30.162320000000022
312.353,2005-04-19,Fortaleza,CE,2304400,27.281980000000033,25.712300000000027,28.836100000000044
312.353,2005-04-20,Fortaleza,CE,2304400,27.244619999999998,25.969420000000014,28.627620000000036
312.353,2005-04-21,Fortaleza,CE,2304400,27.115530000000035,25.401880000000006,29.168540000000007
312.353,2005-04-22,Fortaleza,CE,2304400,27.163700000000006,25.69490000000002,28.705219999999997
312.353,2005-04-23,Fortaleza,CE,2304400,27.932060000000035,26.813800000000015,29.932980000000043
312.353,2005-04-24,Fortaleza,CE,2304400,27.855830000000026,26.377130000000022,29.95150000000001
312.353,2005-04-25,Fortaleza,CE,2304400,27.849050000000034,26.625,29.421040000000005
312.353,2005-04-26,Fortaleza,CE,2304400,27.422660000000008,25.52465000000001,29.453450000000032
312.353,2005-04-27,Fortaleza,CE,2304400,27.782340000000033,25.713459999999998,30.072000000000003
312.353,2005-04-28,Fortaleza,CE,2304400,27.482100000000003,25.80728000000005,28.661220000000014
312.353,2005-04-29,Fortaleza,CE,2304400,26.70920000000001,25.132000000000005,27.85740000000004
312.353,2005-04-30,Fortaleza,CE,2304400,26.912900000000036,25.378720000000044,28.83148
312.353,2005-05-01,Fortaleza,CE,2304400,27.19604000000004,25.23394000000002,29.082820000000027
312.353,2005-05-02,Fortaleza,CE,2304400,27.194020000000023,25.143580000000043,28.77355
312.353,2005-05-03,Fortaleza,CE,2304400,26.970150000000046,25.25015000000002,28.639200000000017
312.353,2005-05-04,Fortaleza,CE,2304400,27.176780000000008,25.43548000000004,29.02722
312.353,2005-05-05,Fortaleza,CE,2304400,27.078120000000013,24.560969999999998,29.43145000000004
312.353,2005-05-06,Fortaleza,CE,2304400,27.117880000000014,24.606160000000045,29.417570000000012
312.353,2005-05-07,Fortaleza,CE,2304400,26.89250000000004,24.615400000000022,28.774699999999996
312.353,2005-05-08,Fortaleza,CE,2304400,27.213250000000016,25.903400000000033,28.793270000000007
312.353,2005-05-09,Fortaleza,CE,2304400,26.771659999999997,25.047450000000026,28.560450000000003
312.353,2005-05-10,Fortaleza,CE,2304400,27.544399999999996,25.926570000000027,29.821799999999996
312.353,2005-05-11,Fortaleza,CE,2304400,27.778440000000046,26.167470000000037,30.23412000000002
312.353,2005-05-12,Fortaleza,CE,2304400,26.252800000000036,24.584159999999997,28.338070000000016
312.353,2005-05-13,Fortaleza,CE,2304400,26.252200000000016,25.01156000000003,27.15780000000001
312.353,2005-05-14,Fortaleza,CE,2304400,26.358480000000043,24.61310000000003,28.29403000000002
312.353,2005-05-15,Fortaleza,CE,2304400,27.213130000000035,25.414600000000007,28.935720000000003
312.353,2005-05-16,Fortaleza,CE,2304400,26.29946000000001,25.411159999999995,27.017629999999997
312.353,2005-05-17,Fortaleza,CE,2304400,26.31387000000001,25.059050000000013,28.138850000000048
312.353,2005-05-18,Fortaleza,CE,2304400,27.052639999999997,25.44240000000002,29.367760000000033
312.353,2005-05-19,Fortaleza,CE,2304400,27.179830000000038,25.763270000000034,28.91488000000004
312.353,2005-05-20,Fortaleza,CE,2304400,26.706320000000005,25.24550000000005,28.40408000000002
312.353,2005-05-21,Fortaleza,CE,2304400,26.890620000000013,25.0822,29.34805
312.353,2005-05-22,Fortaleza,CE,2304400,26.255359999999996,24.952480000000037,27.266700000000014
312.353,2005-05-23,Fortaleza,CE,2304400,25.359860000000026,24.445150000000012,26.635430000000042
312.353,2005-05-24,Fortaleza,CE,2304400,26.11736000000002,24.441670000000045,27.880550000000028
312.353,2005-05-25,Fortaleza,CE,2304400,26.657219999999995,24.54824000000002,28.794430000000034
312.353,2005-05-26,Fortaleza,CE,2304400,27.001149999999996,25.140100000000018,29.591300000000047
312.353,2005-05-27,Fortaleza,CE,2304400,27.139830000000018,25.433160000000044,29.33996000000002
312.353,2005-05-28,Fortaleza,CE,2304400,26.50442000000004,24.727779999999996,28.707539999999995
312.353,2005-05-29,Fortaleza,CE,2304400,26.859520000000032,25.087980000000016,28.701750000000004
312.353,2005-05-30,Fortaleza,CE,2304400,25.93813,24.62470000000002,27.682500000000005
312.353,2005-05-31,Fortaleza,CE,2304400,26.056500000000028,24.36175000000003,28.487480000000005
312.353,2005-06-01,Fortaleza,CE,2304400,26.346060000000023,24.490319999999997,28.42840000000001
312.353,2005-06-02,Fortaleza,CE,2304400,26.384060000000034,25.063649999999996,28.30680000000001
312.353,2005-06-03,Fortaleza,CE,2304400,25.82800000000003,24.145170000000007,28.236140000000034
312.353,2005-06-04,Fortaleza,CE,2304400,26.35772000000003,24.680300000000045,28.334600000000023
312.353,2005-06-05,Fortaleza,CE,2304400,26.04830000000004,24.098839999999996,28.385550000000023
312.353,2005-06-06,Fortaleza,CE,2304400,25.83172000000002,24.464840000000038,27.31650000000002
312.353,2005-06-07,Fortaleza,CE,2304400,25.896900000000016,24.19380000000001,28.049650000000042
312.353,2005-06-08,Fortaleza,CE,2304400,26.27660000000003,24.585300000000018,28.575500000000034
312.353,2005-06-09,Fortaleza,CE,2304400,26.604700000000037,25.16906,28.389030000000048
312.353,2005-06-10,Fortaleza,CE,2304400,26.997250000000008,25.06597000000005,29.59594000000004
312.353,2005-06-11,Fortaleza,CE,2304400,26.794500000000028,24.889920000000018,28.739980000000003
312.353,2005-06-12,Fortaleza,CE,2304400,26.741540000000043,24.842430000000036,29.210230000000024
312.353,2005-06-13,Fortaleza,CE,2304400,26.360929999999996,24.36755000000005,29.463900000000024
312.353,2005-06-14,Fortaleza,CE,2304400,25.979100000000017,24.69186000000002,27.23773
312.353,2005-06-15,Fortaleza,CE,2304400,26.746550000000013,24.741660000000024,29.008700000000033
312.353,2005-06-16,Fortaleza,CE,2304400,27.03298000000001,25.445899999999995,29.64575000000002
312.353,2005-06-17,Fortaleza,CE,2304400,26.94055000000003,25.613820000000032,28.644980000000032
312.353,2005-06-18,Fortaleza,CE,2304400,25.454740000000015,24.647850000000005,26.657430000000033
312.353,2005-06-19,Fortaleza,CE,2304400,26.09400000000005,24.20890000000003,28.164330000000007
312.353,2005-06-20,Fortaleza,CE,2304400,26.259400000000028,24.54012,27.501800000000003
312.353,2005-06-21,Fortaleza,CE,2304400,26.67523,24.426630000000046,29.158100000000047
312.353,2005-06-22,Fortaleza,CE,2304400,26.669730000000015,24.949000000000012,28.97625000000005
312.353,2005-06-23,Fortaleza,CE,2304400,26.60238000000004,25.22003000000001,28.684380000000033
312.353,2005-06-24,Fortaleza,CE,2304400,25.306880000000035,23.885700000000043,26.96783000000005
312.353,2005-06-25,Fortaleza,CE,2304400,25.706080000000043,24.374500000000012,27.376700000000028
312.353,2005-06-26,Fortaleza,CE,2304400,26.01275000000004,24.2158,27.95120000000003
312.353,2005-06-27,Fortaleza,CE,2304400,24.920620000000042,24.049040000000048,25.867500000000007
312.353,2005-06-28,Fortaleza,CE,2304400,26.292320000000018,24.396500000000003,28.965840000000014
312.353,2005-06-29,Fortaleza,CE,2304400,26.148830000000032,23.79653000000002,28.438840000000027
312.353,2005-06-30,Fortaleza,CE,2304400,26.250800000000027,24.20657,27.74502000000001
312.353,2005-07-01,Fortaleza,CE,2304400,26.045280000000048,23.922780000000046,28.429560000000038
312.353,2005-07-02,Fortaleza,CE,2304400,26.46646000000004,24.16717,29.53570000000002
312.353,2005-07-03,Fortaleza,CE,2304400,26.566100000000006,24.91888,28.46780000000001
312.353,2005-07-04,Fortaleza,CE,2304400,26.685820000000035,24.840100000000007,28.943840000000023
312.353,2005-07-05,Fortaleza,CE,2304400,26.011600000000044,24.843600000000038,27.877070000000003
312.353,2005-07-06,Fortaleza,CE,2304400,26.61572000000001,25.215400000000045,28.918360000000007
312.353,2005-07-07,Fortaleza,CE,2304400,26.751580000000047,25.08570000000003,29.62835000000001
312.353,2005-07-08,Fortaleza,CE,2304400,25.43685000000005,24.15676000000002,26.261320000000012
312.353,2005-07-09,Fortaleza,CE,2304400,26.255550000000028,24.32818000000003,29.634150000000034
312.353,2005-07-10,Fortaleza,CE,2304400,26.547200000000032,24.349019999999996,29.429130000000043
312.353,2005-07-11,Fortaleza,CE,2304400,26.769900000000007,24.854030000000023,29.017970000000048
312.353,2005-07-12,Fortaleza,CE,2304400,26.555570000000046,24.947840000000042,29.291300000000035
312.353,2005-07-13,Fortaleza,CE,2304400,26.47192000000001,23.934349999999995,29.62026000000003
312.353,2005-07-14,Fortaleza,CE,2304400,26.202500000000043,23.787260000000003,29.336479999999995
312.353,2005-07-15,Fortaleza,CE,2304400,26.42333000000002,24.357140000000015,29.022580000000005
312.353,2005-07-16,Fortaleza,CE,2304400,26.599360000000047,24.25057000000004,29.448820000000012
312.353,2005-07-17,Fortaleza,CE,2304400,26.772820000000024,24.84590000000003,29.094420000000014
312.353,2005-07-18,Fortaleza,CE,2304400,26.71075000000002,24.9015,28.70986000000005
312.353,2005-07-19,Fortaleza,CE,2304400,26.28164000000004,24.833200000000033,28.371640000000014
312.353,2005-07-20,Fortaleza,CE,2304400,26.310420000000022,25.0625,28.40524000000005
312.353,2005-07-21,Fortaleza,CE,2304400,26.58904000000001,24.216970000000003,29.49517000000003
312.353,2005-07-22,Fortaleza,CE,2304400,26.79680000000002,24.105800000000045,30.223720000000014
312.353,2005-07-23,Fortaleza,CE,2304400,27.117800000000045,24.67217000000005,31.033320000000003
312.353,2005-07-24,Fortaleza,CE,2304400,26.6764,24.181100000000015,30.507470000000012
312.353,2005-07-25,Fortaleza,CE,2304400,26.715940000000046,24.389550000000042,29.97582
312.353,2005-07-26,Fortaleza,CE,2304400,26.88094000000001,24.67565000000002,29.767359999999996
312.353,2005-07-27,Fortaleza,CE,2304400,27.189300000000003,25.019650000000013,30.892020000000002
312.353,2005-07-28,Fortaleza,CE,2304400,26.964650000000006,24.87835000000001,30.36500000000001
312.353,2005-07-29,Fortaleza,CE,2304400,26.867850000000033,24.439360000000022,30.252650000000017
312.353,2005-07-30,Fortaleza,CE,2304400,26.860299999999995,24.444000000000017,30.736800000000017
312.353,2005-07-31,Fortaleza,CE,2304400,26.746579999999994,24.416200000000003,30.138000000000034
312.353,2005-08-01,Fortaleza,CE,2304400,26.641099999999994,24.520440000000008,29.81600000000003
312.353,2005-08-02,Fortaleza,CE,2304400,26.67950000000002,24.43243000000001,30.402060000000006
312.353,2005-08-03,Fortaleza,CE,2304400,26.754400000000032,24.475270000000023,30.055750000000046
312.353,2005-08-04,Fortaleza,CE,2304400,26.83474000000001,24.222770000000025,29.96658000000002
312.353,2005-08-05,Fortaleza,CE,2304400,26.98538000000002,24.674500000000023,30.37080000000003
312.353,2005-08-06,Fortaleza,CE,2304400,26.947840000000042,24.760220000000004,29.70016000000004
312.353,2005-08-07,Fortaleza,CE,2304400,26.987540000000024,24.915400000000034,30.264250000000004
312.353,2005-08-08,Fortaleza,CE,2304400,26.658380000000022,23.942470000000014,30.192440000000033
312.353,2005-08-09,Fortaleza,CE,2304400,26.80737000000005,23.955219999999997,30.39050000000003
312.353,2005-08-10,Fortaleza,CE,2304400,26.773740000000032,24.862120000000004,29.91560000000004
312.353,2005-08-11,Fortaleza,CE,2304400,26.813559999999995,24.903830000000028,29.57507000000004
312.353,2005-08-12,Fortaleza,CE,2304400,26.624570000000006,24.623530000000017,29.308680000000038
312.353,2005-08-13,Fortaleza,CE,2304400,26.5745,24.84590000000003,29.500940000000014
312.353,2005-08-14,Fortaleza,CE,2304400,26.580960000000005,24.992999999999995,29.156949999999995
312.353,2005-08-15,Fortaleza,CE,2304400,26.752980000000036,25.07525000000004,29.548429999999996
312.353,2005-08-16,Fortaleza,CE,2304400,26.698720000000037,24.608480000000043,29.531060000000025
312.353,2005-08-17,Fortaleza,CE,2304400,27.020500000000027,24.408100000000047,30.592030000000022
312.353,2005-08-18,Fortaleza,CE,2304400,26.854550000000017,24.249400000000037,30.281600000000026
312.353,2005-08-19,Fortaleza,CE,2304400,26.71840000000003,24.25290000000001,29.53570000000002
312.353,2005-08-20,Fortaleza,CE,2304400,26.971640000000036,24.254050000000007,31.01364000000001
312.353,2005-08-21,Fortaleza,CE,2304400,26.84405000000004,24.545920000000024,30.345330000000047
312.353,2005-08-22,Fortaleza,CE,2304400,26.62790000000001,24.442830000000015,29.796320000000037
312.353,2005-08-23,Fortaleza,CE,2304400,26.901900000000012,24.68145000000004,29.85420000000005
312.353,2005-08-24,Fortaleza,CE,2304400,26.557240000000036,24.435879999999997,29.402500000000032
312.353,2005-08-25,Fortaleza,CE,2304400,26.860040000000026,24.535500000000013,30.475060000000042
312.353,2005-08-26,Fortaleza,CE,2304400,26.89790000000005,24.70577000000003,30.236440000000016
312.353,2005-08-27,Fortaleza,CE,2304400,26.669200000000046,24.38262000000003,29.665430000000015
312.353,2005-08-28,Fortaleza,CE,2304400,26.919500000000028,25.028920000000028,30.00594000000001
312.353,2005-08-29,Fortaleza,CE,2304400,26.72120000000001,24.953640000000007,28.82220000000001
312.353,2005-08-30,Fortaleza,CE,2304400,26.91216000000003,24.883000000000038,30.25845000000004
312.353,2005-08-31,Fortaleza,CE,2304400,26.767970000000048,24.76830000000001,29.25192000000004
312.353,2005-09-01,Fortaleza,CE,2304400,26.654700000000048,24.41270000000003,29.79400000000004
312.353,2005-09-02,Fortaleza,CE,2304400,26.741570000000024,24.90730000000002,29.60170000000005
312.353,2005-09-03,Fortaleza,CE,2304400,26.81280000000004,25.04397,29.44073000000003
312.353,2005-09-04,Fortaleza,CE,2304400,26.646360000000016,24.62470000000002,29.900540000000035
312.353,2005-09-05,Fortaleza,CE,2304400,26.672540000000026,24.749780000000044,29.872770000000003
312.353,2005-09-06,Fortaleza,CE,2304400,26.662000000000035,24.638570000000016,29.240350000000035
312.353,2005-09-07,Fortaleza,CE,2304400,26.523600000000044,24.861000000000047,29.064300000000003
312.353,2005-09-08,Fortaleza,CE,2304400,26.64440000000002,25.04397,28.94613000000004
312.353,2005-09-09,Fortaleza,CE,2304400,26.922540000000026,24.583000000000027,30.20168000000001
312.353,2005-09-10,Fortaleza,CE,2304400,26.782399999999996,24.064080000000047,30.160000000000025
312.353,2005-09-11,Fortaleza,CE,2304400,26.761220000000037,24.059470000000033,29.680470000000014
312.353,2005-09-12,Fortaleza,CE,2304400,26.741000000000042,24.607320000000016,29.648030000000006
312.353,2005-09-13,Fortaleza,CE,2304400,26.929250000000025,24.748620000000017,30.507470000000012
312.353,2005-09-14,Fortaleza,CE,2304400,27.28588000000002,25.164420000000007,30.69744000000003
312.353,2005-09-15,Fortaleza,CE,2304400,27.058220000000006,25.006920000000036,30.417140000000018
312.353,2005-09-16,Fortaleza,CE,2304400,26.976830000000007,24.855200000000025,30.465779999999995
312.353,2005-09-17,Fortaleza,CE,2304400,26.66366000000005,24.822750000000042,29.81948
312.353,2005-09-18,Fortaleza,CE,2304400,26.84814,25.16097000000002,29.908650000000023
312.353,2005-09-19,Fortaleza,CE,2304400,26.604970000000037,25.215400000000045,28.825680000000034
312.353,2005-09-20,Fortaleza,CE,2304400,26.699730000000045,25.199180000000013,29.238030000000037
312.353,2005-09-21,Fortaleza,CE,2304400,26.76490000000001,25.189900000000023,28.61605000000003
312.353,2005-09-22,Fortaleza,CE,2304400,26.552480000000003,24.732420000000047,28.868550000000027
312.353,2005-09-23,Fortaleza,CE,2304400,26.224300000000028,24.884150000000034,27.59677000000005
312.353,2005-09-24,Fortaleza,CE,2304400,26.477750000000015,24.75442000000004,28.71682000000004
312.353,2005-09-25,Fortaleza,CE,2304400,26.77197000000001,24.798429999999996,29.76156000000003
312.353,2005-09-26,Fortaleza,CE,2304400,26.96255000000002,24.900350000000003,30.039540000000045
312.353,2005-09-27,Fortaleza,CE,2304400,26.79680000000002,25.264030000000048,29.05038000000002
312.353,2005-09-28,Fortaleza,CE,2304400,26.65673000000004,25.282600000000002,28.999400000000037
312.353,2005-09-29,Fortaleza,CE,2304400,26.884550000000047,24.72314,29.908650000000023
312.353,2005-09-30,Fortaleza,CE,2304400,27.262,25.36596000000003,30.55496000000005
312.353,2005-10-01,Fortaleza,CE,2304400,26.983450000000005,25.258260000000007,29.483580000000018
312.353,2005-10-02,Fortaleza,CE,2304400,27.048400000000015,25.56173000000001,29.76968000000005
312.353,2005-10-03,Fortaleza,CE,2304400,27.073360000000037,25.699550000000045,29.349199999999996
312.353,2005-10-04,Fortaleza,CE,2304400,27.169550000000015,25.485280000000046,29.44998000000004
312.353,2005-10-05,Fortaleza,CE,2304400,27.041380000000004,25.480650000000026,29.609830000000045
312.353,2005-10-06,Fortaleza,CE,2304400,27.328730000000007,25.544340000000034,30.281600000000026
312.353,2005-10-07,Fortaleza,CE,2304400,27.372060000000033,25.37524000000002,30.26310000000001
312.353,2005-10-08,Fortaleza,CE,2304400,27.001950000000022,24.930470000000014,29.734920000000045
312.353,2005-10-09,Fortaleza,CE,2304400,27.17532,25.310400000000016,30.53875000000005
312.353,2005-10-10,Fortaleza,CE,2304400,26.874600000000044,25.17718000000002,29.553060000000016
312.353,2005-10-11,Fortaleza,CE,2304400,26.67742000000004,25.3544,28.91488000000004
312.353,2005-10-12,Fortaleza,CE,2304400,26.735220000000027,25.211940000000027,28.750400000000013
312.353,2005-10-13,Fortaleza,CE,2304400,26.854460000000017,25.39724000000001,29.286680000000047
