time,AREA_KM2,NM_MUN,CD_MUN,SIGLA,t2m,t2m_min,t2m_max
6/6/03,312.353,Fortaleza,2304400,CE,26.9492,24.99758,29.61068
6/7/03,312.353,Fortaleza,2304400,CE,27.1806,25.39813,29.69955
6/8/03,312.353,Fortaleza,2304400,CE,27.1237,25.3199,29.6972
6/9/03,312.353,Fortaleza,2304400,CE,27.28332,25.49883,30.0183
6/10/03,312.353,Fortaleza,2304400,CE,26.16717,24.97033,27.34857
6/11/03,312.353,Fortaleza,2304400,CE,25.66888,24.12426,27.51684
6/12/03,312.353,Fortaleza,2304400,CE,26.44842,24.4383,28.65798
6/13/03,312.353,Fortaleza,2304400,CE,26.87084,25.14218,29.06323
6/14/03,312.353,Fortaleza,2304400,CE,26.76663,25.2808,28.3546
6/15/03,312.353,Fortaleza,2304400,CE,26.15734,24.6812,28.22308
6/16/03,312.353,Fortaleza,2304400,CE,25.3634,23.82565,26.22878
6/17/03,312.353,Fortaleza,2304400,CE,26.08547,23.43817,29.03243
6/18/03,312.353,Fortaleza,2304400,CE,27.25253,25.57705,29.48388
6/19/03,312.353,Fortaleza,2304400,CE,26.8784,25.30807,28.748
6/20/03,312.353,Fortaleza,2304400,CE,26.2369,24.69305,28.15673
6/21/03,312.353,Fortaleza,2304400,CE,25.96346,24.13375,28.02874
6/22/03,312.353,Fortaleza,2304400,CE,26.29772,24.44067,28.3475
6/23/03,312.353,Fortaleza,2304400,CE,26.5536,24.74282,28.5383
6/24/03,312.353,Fortaleza,2304400,CE,26.73693,25.0367,28.76818
6/25/03,312.353,Fortaleza,2304400,CE,26.70583,24.91583,29.2469
6/26/03,312.353,Fortaleza,2304400,CE,26.58492,24.69897,29.01937
6/27/03,312.353,Fortaleza,2304400,CE,26.4549,24.1432,29.27416
6/28/03,312.353,Fortaleza,2304400,CE,26.4479,24.5556,28.91866
6/29/03,312.353,Fortaleza,2304400,CE,26.883,24.94427,29.97567
6/30/03,312.353,Fortaleza,2304400,CE,26.36114,25.26895,28.0406
7/1/03,312.353,Fortaleza,2304400,CE,26.2143,24.31387,28.27758
7/2/03,312.353,Fortaleza,2304400,CE,26.403,24.6172,28.05126
7/3/03,312.353,Fortaleza,2304400,CE,26.35046,24.70965,28.66863
7/4/03,312.353,Fortaleza,2304400,CE,26.81692,24.85302,29.8702
7/5/03,312.353,Fortaleza,2304400,CE,26.6962,24.40035,29.33813
7/6/03,312.353,Fortaleza,2304400,CE,26.20782,24.52123,28.1508
7/7/03,312.353,Fortaleza,2304400,CE,26.3874,24.71914,28.53237
7/8/03,312.353,Fortaleza,2304400,CE,26.40032,24.94784,28.0003
7/9/03,312.353,Fortaleza,2304400,CE,26.51196,24.84472,28.6319
7/10/03,312.353,Fortaleza,2304400,CE,26.20187,24.35534,28.63308
7/11/03,312.353,Fortaleza,2304400,CE,26.16192,24.40035,28.8215
7/12/03,312.353,Fortaleza,2304400,CE,25.43218,23.89913,27.41967
7/13/03,312.353,Fortaleza,2304400,CE,26.2279,24.1527,27.98846
7/14/03,312.353,Fortaleza,2304400,CE,26.4624,24.47027,29.48272
7/15/03,312.353,Fortaleza,2304400,CE,26.9107,24.73217,30.46386
7/16/03,312.353,Fortaleza,2304400,CE,26.77206,24.20367,30.0183
7/17/03,312.353,Fortaleza,2304400,CE,26.57992,23.5934,30.0195
7/18/03,312.353,Fortaleza,2304400,CE,26.9241,24.4288,30.5717
7/19/03,312.353,Fortaleza,2304400,CE,27.15643,25.35308,30.09414
7/20/03,312.353,Fortaleza,2304400,CE,26.76736,24.77838,29.72326
7/21/03,312.353,Fortaleza,2304400,CE,26.78546,24.7464,29.69482
7/22/03,312.353,Fortaleza,2304400,CE,27.07586,25.22036,29.9555
7/23/03,312.353,Fortaleza,2304400,CE,27.03216,24.7914,30.21145
7/24/03,312.353,Fortaleza,2304400,CE,26.5258,24.949,27.94937
7/25/03,312.353,Fortaleza,2304400,CE,25.87252,24.5094,28.01452
7/26/03,312.353,Fortaleza,2304400,CE,26.93047,25.2666,29.80264
7/27/03,312.353,Fortaleza,2304400,CE,26.8546,24.37786,30.07876
7/28/03,312.353,Fortaleza,2304400,CE,27.2306,24.87316,30.9959
7/29/03,312.353,Fortaleza,2304400,CE,27.09014,24.71914,30.52194
7/30/03,312.353,Fortaleza,2304400,CE,27.11132,24.8021,30.54327
7/31/03,312.353,Fortaleza,2304400,CE,26.49404,24.34823,29.60595
8/1/03,312.353,Fortaleza,2304400,CE,26.76495,24.7298,30.2399
8/2/03,312.353,Fortaleza,2304400,CE,27.11434,24.81628,30.5492
8/3/03,312.353,Fortaleza,2304400,CE,27.12103,24.99996,30.6096
8/4/03,312.353,Fortaleza,2304400,CE,26.93594,25.0853,30.19015
8/5/03,312.353,Fortaleza,2304400,CE,27.01776,24.86843,31.07058
8/6/03,312.353,Fortaleza,2304400,CE,26.75845,24.59115,30.25887
8/7/03,312.353,Fortaleza,2304400,CE,26.66207,24.6184,29.88085
8/8/03,312.353,Fortaleza,2304400,CE,26.67104,24.6196,29.5633
8/9/03,312.353,Fortaleza,2304400,CE,26.7672,24.71438,29.75524
8/10/03,312.353,Fortaleza,2304400,CE,26.47567,24.63143,29.11773
8/11/03,312.353,Fortaleza,2304400,CE,26.40466,24.59707,29.30142
8/12/03,312.353,Fortaleza,2304400,CE,26.5051,24.7286,29.2469
8/13/03,312.353,Fortaleza,2304400,CE,26.6781,24.93478,29.62847
8/14/03,312.353,Fortaleza,2304400,CE,26.60592,25.09594,29.8228
8/15/03,312.353,Fortaleza,2304400,CE,26.72814,24.93835,30.22567
8/16/03,312.353,Fortaleza,2304400,CE,26.44775,25.16943,28.876
8/17/03,312.353,Fortaleza,2304400,CE,26.31866,24.47265,28.6011
8/18/03,312.353,Fortaleza,2304400,CE,26.19152,24.7855,28.39254
8/19/03,312.353,Fortaleza,2304400,CE,26.88467,25.09002,30.51364
8/20/03,312.353,Fortaleza,2304400,CE,26.73168,23.8055,29.9626
8/21/03,312.353,Fortaleza,2304400,CE,26.5681,24.0899,29.70074
8/22/03,312.353,Fortaleza,2304400,CE,26.94628,24.98336,30.85015
8/23/03,312.353,Fortaleza,2304400,CE,26.8036,24.6575,29.65215
8/24/03,312.353,Fortaleza,2304400,CE,26.66613,24.84118,29.63793
8/25/03,312.353,Fortaleza,2304400,CE,26.58624,24.81628,29.65096
8/26/03,312.353,Fortaleza,2304400,CE,26.66018,25.20852,29.26705
8/27/03,312.353,Fortaleza,2304400,CE,26.61132,24.9822,28.90444
8/28/03,312.353,Fortaleza,2304400,CE,26.55612,25.05447,28.6639
8/29/03,312.353,Fortaleza,2304400,CE,26.52422,24.81274,29.06085
8/30/03,312.353,Fortaleza,2304400,CE,26.47997,25.39337,28.38186
8/31/03,312.353,Fortaleza,2304400,CE,26.7276,24.67764,29.55026
9/1/03,312.353,Fortaleza,2304400,CE,27.04614,24.93716,30.0195
9/2/03,312.353,Fortaleza,2304400,CE,26.82354,24.84472,29.75762
9/3/03,312.353,Fortaleza,2304400,CE,27.1514,24.99166,30.1356
9/4/03,312.353,Fortaleza,2304400,CE,27.46148,25.36373,30.3833
9/5/03,312.353,Fortaleza,2304400,CE,27.4485,25.23815,30.85015
9/6/03,312.353,Fortaleza,2304400,CE,27.20202,24.84472,30.58355
9/7/03,312.353,Fortaleza,2304400,CE,27.24435,24.51174,30.7056
9/8/03,312.353,Fortaleza,2304400,CE,26.89196,24.90753,29.6806
9/9/03,312.353,Fortaleza,2304400,CE,26.78674,24.82223,29.41635
9/10/03,312.353,Fortaleza,2304400,CE,26.90353,24.26647,30.27072
9/11/03,312.353,Fortaleza,2304400,CE,26.79196,24.54138,29.62017
9/12/03,312.353,Fortaleza,2304400,CE,26.89593,25.359,28.79897
9/13/03,312.353,Fortaleza,2304400,CE,27.08422,25.26776,30.0918
9/14/03,312.353,Fortaleza,2304400,CE,26.92443,25.0213,29.5633
9/15/03,312.353,Fortaleza,2304400,CE,26.91647,25.0284,29.68417
9/16/03,312.353,Fortaleza,2304400,CE,27.06603,25.0201,30.6902
9/17/03,312.353,Fortaleza,2304400,CE,26.77004,25.17416,28.9009
9/18/03,312.353,Fortaleza,2304400,CE,26.98742,25.4704,29.61425
9/19/03,312.353,Fortaleza,2304400,CE,27.05712,25.2109,30.34417
9/20/03,312.353,Fortaleza,2304400,CE,26.70046,25.05685,29.06796
9/21/03,312.353,Fortaleza,2304400,CE,26.5955,24.76415,29.4033
9/22/03,312.353,Fortaleza,2304400,CE,27.285,24.99996,30.439
9/23/03,312.353,Fortaleza,2304400,CE,27.104,25.00588,30.266
9/24/03,312.353,Fortaleza,2304400,CE,26.75958,24.99523,29.76
9/25/03,312.353,Fortaleza,2304400,CE,27.00842,25.551,28.99093
9/26/03,312.353,Fortaleza,2304400,CE,26.69747,25.27725,28.66152
9/27/03,312.353,Fortaleza,2304400,CE,26.888,25.3282,28.84518
9/28/03,312.353,Fortaleza,2304400,CE,26.92474,25.12557,29.35946
9/29/03,312.353,Fortaleza,2304400,CE,27.1035,25.62325,29.49337
9/30/03,312.353,Fortaleza,2304400,CE,27.2563,25.3602,29.49456
10/1/03,312.353,Fortaleza,2304400,CE,26.86428,25.0367,29.42584
10/2/03,312.353,Fortaleza,2304400,CE,27.09728,25.7145,29.4436
10/3/03,312.353,Fortaleza,2304400,CE,26.927,25.21325,29.21255
10/4/03,312.353,Fortaleza,2304400,CE,26.80667,24.8945,29.14855
10/5/03,312.353,Fortaleza,2304400,CE,26.74377,25.2097,29.3962
10/6/03,312.353,Fortaleza,2304400,CE,26.9304,25.50594,29.61306
10/7/03,312.353,Fortaleza,2304400,CE,27.04153,25.68014,29.43887
10/8/03,312.353,Fortaleza,2304400,CE,27.1269,25.68606,29.523
10/9/03,312.353,Fortaleza,2304400,CE,27.0044,25.3211,29.2765
10/10/03,312.353,Fortaleza,2304400,CE,26.94824,25.58535,29.40923
10/11/03,312.353,Fortaleza,2304400,CE,27.22173,25.70977,30.3667
10/12/03,312.353,Fortaleza,2304400,CE,27.44988,25.9349,30.1617
10/13/03,312.353,Fortaleza,2304400,CE,27.0794,25.46328,29.18292
10/14/03,312.353,Fortaleza,2304400,CE,27.08505,25.56756,29.78726
10/15/03,312.353,Fortaleza,2304400,CE,26.9488,25.27014,29.14144
10/16/03,312.353,Fortaleza,2304400,CE,27.0446,25.5012,29.50167
10/17/03,312.353,Fortaleza,2304400,CE,26.61508,24.74755,28.41622
10/18/03,312.353,Fortaleza,2304400,CE,26.7482,25.36373,28.85705
10/19/03,312.353,Fortaleza,2304400,CE,26.888,25.40405,29.21255
10/20/03,312.353,Fortaleza,2304400,CE,27.1567,25.59362,29.72564
10/21/03,312.353,Fortaleza,2304400,CE,27.03692,25.56756,29.01583
10/22/03,312.353,Fortaleza,2304400,CE,27.30984,25.4941,29.80383
10/23/03,312.353,Fortaleza,2304400,CE,27.13122,25.44906,29.19595
10/24/03,312.353,Fortaleza,2304400,CE,27.30554,25.60784,29.51232
10/25/03,312.353,Fortaleza,2304400,CE,27.21356,25.56875,29.38436
10/26/03,312.353,Fortaleza,2304400,CE,26.98394,25.32345,29.32037
10/27/03,312.353,Fortaleza,2304400,CE,26.92773,25.53558,28.50747
10/28/03,312.353,Fortaleza,2304400,CE,27.15322,25.4846,29.3796
10/29/03,312.353,Fortaleza,2304400,CE,27.13784,25.532,29.30972
10/30/03,312.353,Fortaleza,2304400,CE,27.28976,25.91833,29.88796
10/31/03,312.353,Fortaleza,2304400,CE,27.19128,25.59127,29.22912
11/1/03,312.353,Fortaleza,2304400,CE,26.97183,25.73937,28.97555
11/2/03,312.353,Fortaleza,2304400,CE,26.78915,25.68606,28.26812
11/3/03,312.353,Fortaleza,2304400,CE,27.2213,25.52255,29.69955
11/4/03,312.353,Fortaleza,2304400,CE,27.28588,25.56402,29.81686
11/5/03,312.353,Fortaleza,2304400,CE,27.3087,25.12557,30.42
11/6/03,312.353,Fortaleza,2304400,CE,27.6552,25.94793,30.7198
11/7/03,312.353,Fortaleza,2304400,CE,27.3671,25.56402,29.48864
11/8/03,312.353,Fortaleza,2304400,CE,27.4378,26.0629,29.10116
11/9/03,312.353,Fortaleza,2304400,CE,27.50222,25.75717,29.8524
11/10/03,312.353,Fortaleza,2304400,CE,27.42925,25.833,30.03845
11/11/03,312.353,Fortaleza,2304400,CE,27.52343,26.2252,29.27535
11/12/03,312.353,Fortaleza,2304400,CE,27.2025,25.51898,28.9471
11/13/03,312.353,Fortaleza,2304400,CE,27.22842,25.9965,28.80374
11/14/03,312.353,Fortaleza,2304400,CE,27.1634,25.45855,29.49575
11/15/03,312.353,Fortaleza,2304400,CE,27.57238,26.0155,30.03253
11/16/03,312.353,Fortaleza,2304400,CE,27.78814,26.26907,30.31338
11/17/03,312.353,Fortaleza,2304400,CE,27.5214,25.8247,29.93655
11/18/03,312.353,Fortaleza,2304400,CE,27.62774,25.9444,30.15933
11/19/03,312.353,Fortaleza,2304400,CE,27.81622,26.09844,30.65347
11/20/03,312.353,Fortaleza,2304400,CE,27.66638,26.2513,29.491
11/21/03,312.353,Fortaleza,2304400,CE,27.7039,26.18255,29.9271
11/22/03,312.353,Fortaleza,2304400,CE,27.74368,26.15414,29.5858
11/23/03,312.353,Fortaleza,2304400,CE,27.6965,25.942,30.3181
11/24/03,312.353,Fortaleza,2304400,CE,27.3383,25.82943,29.61425
11/25/03,312.353,Fortaleza,2304400,CE,27.64385,26.1648,29.87966
11/26/03,312.353,Fortaleza,2304400,CE,27.44085,25.7607,29.18765
11/27/03,312.353,Fortaleza,2304400,CE,27.50506,25.5972,29.728
11/28/03,312.353,Fortaleza,2304400,CE,27.43847,25.79626,29.74578
11/29/03,312.353,Fortaleza,2304400,CE,27.71893,26.02615,30.0373
11/30/03,312.353,Fortaleza,2304400,CE,27.5667,25.91357,29.77303
12/1/03,312.353,Fortaleza,2304400,CE,27.74267,26.23232,29.77422
12/2/03,312.353,Fortaleza,2304400,CE,27.4287,26.30224,28.98385
12/3/03,312.353,Fortaleza,2304400,CE,27.30096,25.79153,29.09167
12/4/03,312.353,Fortaleza,2304400,CE,27.42895,25.86144,29.837
12/5/03,312.353,Fortaleza,2304400,CE,27.6741,26.22048,29.47677
12/6/03,312.353,Fortaleza,2304400,CE,27.5133,25.724,29.4116
12/7/03,312.353,Fortaleza,2304400,CE,27.7909,25.92425,30.4058
12/8/03,312.353,Fortaleza,2304400,CE,27.6809,26.4634,29.46374
12/9/03,312.353,Fortaleza,2304400,CE,27.7111,26.19915,29.59292
12/10/03,312.353,Fortaleza,2304400,CE,27.64922,25.91122,29.54907
12/11/03,312.353,Fortaleza,2304400,CE,27.6717,25.99532,29.72088
12/12/03,312.353,Fortaleza,2304400,CE,27.5479,25.9527,29.54788
12/13/03,312.353,Fortaleza,2304400,CE,27.1754,25.8733,29.09286
12/14/03,312.353,Fortaleza,2304400,CE,27.41934,26.09844,29.14498
12/15/03,312.353,Fortaleza,2304400,CE,27.47192,26.20272,29.37487
12/16/03,312.353,Fortaleza,2304400,CE,27.57073,26.2276,29.31088
12/17/03,312.353,Fortaleza,2304400,CE,27.2455,25.80337,29.24572
12/18/03,312.353,Fortaleza,2304400,CE,27.52258,25.86025,29.72445
12/19/03,312.353,Fortaleza,2304400,CE,27.52978,25.4313,30.07876
12/20/03,312.353,Fortaleza,2304400,CE,27.8557,26.20745,30.01003
12/21/03,312.353,Fortaleza,2304400,CE,27.15103,25.38864,28.9791
12/22/03,312.353,Fortaleza,2304400,CE,27.5222,25.88632,29.6237
12/23/03,312.353,Fortaleza,2304400,CE,27.64807,26.16836,30.30746
