time,AREA_KM2,NM_MUN,CD_MUN,SIGLA,t2m,t2m_min,t2m_max
1/1/03,1200.329,Rio de Janeiro,3304557,RJ,28.21588,25.33413,32.28042
1/2/03,1200.329,Rio de Janeiro,3304557,RJ,27.73455,25.46685,30.4461
1/3/03,1200.329,Rio de Janeiro,3304557,RJ,26.78472,25.1469,28.9305
1/4/03,1200.329,Rio de Janeiro,3304557,RJ,27.74377,24.8945,31.55758
1/5/03,1200.329,Rio de Janeiro,3304557,RJ,27.99035,24.904,32.047
1/6/03,1200.329,Rio de Janeiro,3304557,RJ,25.8622,24.8021,26.52148
1/7/03,1200.329,Rio de Janeiro,3304557,RJ,25.70892,24.08517,27.68392
1/8/03,1200.329,Rio de Janeiro,3304557,RJ,25.93478,21.97238,29.46374
1/9/03,1200.329,Rio de Janeiro,3304557,RJ,27.23486,22.92507,32.1951
1/10/03,1200.329,Rio de Janeiro,3304557,RJ,29.28716,25.6517,33.74267
1/11/03,1200.329,Rio de Janeiro,3304557,RJ,28.10745,25.96334,31.44738
1/12/03,1200.329,Rio de Janeiro,3304557,RJ,26.2567,25.09002,27.6223
1/13/03,1200.329,Rio de Janeiro,3304557,RJ,24.90325,23.74508,25.9432
1/14/03,1200.329,Rio de Janeiro,3304557,RJ,23.78112,23.16326,24.51766
1/15/03,1200.329,Rio de Janeiro,3304557,RJ,25.0515,23.21185,27.7728
1/16/03,1200.329,Rio de Janeiro,3304557,RJ,25.72787,23.53652,28.6864
1/17/03,1200.329,Rio de Janeiro,3304557,RJ,25.49148,24.09228,29.16512
1/18/03,1200.329,Rio de Janeiro,3304557,RJ,26.34252,24.06146,29.59527
1/19/03,1200.329,Rio de Janeiro,3304557,RJ,25.9293,24.097,28.4648
1/20/03,1200.329,Rio de Janeiro,3304557,RJ,27.22277,24.29846,31.46636
1/21/03,1200.329,Rio de Janeiro,3304557,RJ,28.22982,25.8093,31.86215
1/22/03,1200.329,Rio de Janeiro,3304557,RJ,27.37664,25.19784,30.6203
1/23/03,1200.329,Rio de Janeiro,3304557,RJ,28.59228,26.22286,32.22238
1/24/03,1200.329,Rio de Janeiro,3304557,RJ,28.18832,25.1848,32.04934
1/25/03,1200.329,Rio de Janeiro,3304557,RJ,25.133,24.1705,25.72872
1/26/03,1200.329,Rio de Janeiro,3304557,RJ,25.286,23.8849,27.61993
1/27/03,1200.329,Rio de Janeiro,3304557,RJ,25.6122,24.06857,28.41268
1/28/03,1200.329,Rio de Janeiro,3304557,RJ,26.6275,24.9194,28.96725
1/29/03,1200.329,Rio de Janeiro,3304557,RJ,24.65893,23.6799,25.73226
1/30/03,1200.329,Rio de Janeiro,3304557,RJ,25.0085,23.78655,26.8817
1/31/03,1200.329,Rio de Janeiro,3304557,RJ,27.29913,24.01998,31.69622
2/1/03,1200.329,Rio de Janeiro,3304557,RJ,27.8737,24.10885,31.55877
2/2/03,1200.329,Rio de Janeiro,3304557,RJ,27.76943,24.85183,30.82528
2/3/03,1200.329,Rio de Janeiro,3304557,RJ,27.7907,24.1148,31.87634
2/4/03,1200.329,Rio de Janeiro,3304557,RJ,28.27816,24.97625,31.68084
2/5/03,1200.329,Rio de Janeiro,3304557,RJ,28.88616,25.69198,32.5648
2/6/03,1200.329,Rio de Janeiro,3304557,RJ,29.0346,25.59957,32.6999
2/7/03,1200.329,Rio de Janeiro,3304557,RJ,28.85455,24.93243,33.2059
2/8/03,1200.329,Rio de Janeiro,3304557,RJ,28.4782,25.00234,32.36218
2/9/03,1200.329,Rio de Janeiro,3304557,RJ,28.69055,24.57812,32.66317
2/10/03,1200.329,Rio de Janeiro,3304557,RJ,28.34234,24.5165,33.29714
2/11/03,1200.329,Rio de Janeiro,3304557,RJ,28.758,24.77365,33.24737
2/12/03,1200.329,Rio de Janeiro,3304557,RJ,29.54467,25.65408,33.46777
2/13/03,1200.329,Rio de Janeiro,3304557,RJ,28.95626,24.87435,33.52584
2/14/03,1200.329,Rio de Janeiro,3304557,RJ,28.099,24.48925,32.55416
2/15/03,1200.329,Rio de Janeiro,3304557,RJ,26.59927,24.80444,29.35946
2/16/03,1200.329,Rio de Janeiro,3304557,RJ,28.20715,25.3602,32.87884
2/17/03,1200.329,Rio de Janeiro,3304557,RJ,27.65835,24.46435,31.541
2/18/03,1200.329,Rio de Janeiro,3304557,RJ,27.25442,24.19894,31.9984
2/19/03,1200.329,Rio de Janeiro,3304557,RJ,27.61443,25.15994,30.59658
2/20/03,1200.329,Rio de Janeiro,3304557,RJ,28.22222,24.6812,32.9049
2/21/03,1200.329,Rio de Janeiro,3304557,RJ,28.3738,25.68606,32.35272
2/22/03,1200.329,Rio de Janeiro,3304557,RJ,27.8328,25.47512,30.57763
2/23/03,1200.329,Rio de Janeiro,3304557,RJ,28.03512,24.99166,31.3692
2/24/03,1200.329,Rio de Janeiro,3304557,RJ,28.00854,24.9739,31.84197
2/25/03,1200.329,Rio de Janeiro,3304557,RJ,28.2509,24.69543,32.30886
2/26/03,1200.329,Rio de Janeiro,3304557,RJ,27.99157,24.0034,32.35507
2/27/03,1200.329,Rio de Janeiro,3304557,RJ,27.51602,24.87792,31.39288
2/28/03,1200.329,Rio de Janeiro,3304557,RJ,27.8515,24.10058,32.03988
3/1/03,1200.329,Rio de Janeiro,3304557,RJ,28.69152,24.04012,32.99853
3/2/03,1200.329,Rio de Janeiro,3304557,RJ,29.58056,25.69674,34.06973
3/3/03,1200.329,Rio de Janeiro,3304557,RJ,28.9336,26.20507,32.9132
3/4/03,1200.329,Rio de Janeiro,3304557,RJ,28.33843,25.74294,31.97708
3/5/03,1200.329,Rio de Janeiro,3304557,RJ,27.90078,25.89224,31.55758
3/6/03,1200.329,Rio de Janeiro,3304557,RJ,27.72952,25.00234,31.509
3/7/03,1200.329,Rio de Janeiro,3304557,RJ,28.7429,25.14218,32.73547
3/8/03,1200.329,Rio de Janeiro,3304557,RJ,28.0637,25.46566,30.894
3/9/03,1200.329,Rio de Janeiro,3304557,RJ,27.06262,25.27133,29.47915
3/10/03,1200.329,Rio de Janeiro,3304557,RJ,27.43038,25.13268,31.2246
3/11/03,1200.329,Rio de Janeiro,3304557,RJ,27.79736,25.2666,31.90835
3/12/03,1200.329,Rio de Janeiro,3304557,RJ,28.79705,27.09142,31.40948
3/13/03,1200.329,Rio de Janeiro,3304557,RJ,28.27322,26.72766,32.02093
3/14/03,1200.329,Rio de Janeiro,3304557,RJ,26.96884,25.19076,30.14156
3/15/03,1200.329,Rio de Janeiro,3304557,RJ,27.1046,24.58642,30.06808
3/16/03,1200.329,Rio de Janeiro,3304557,RJ,27.3125,24.92413,31.195
3/17/03,1200.329,Rio de Janeiro,3304557,RJ,24.91052,23.50097,25.81997
3/18/03,1200.329,Rio de Janeiro,3304557,RJ,24.19976,22.7734,26.37573
3/19/03,1200.329,Rio de Janeiro,3304557,RJ,25.30078,23.47253,28.66152
3/20/03,1200.329,Rio de Janeiro,3304557,RJ,26.71447,23.38723,31.0528
3/21/03,1200.329,Rio de Janeiro,3304557,RJ,27.5163,25.12084,32.2022
3/22/03,1200.329,Rio de Janeiro,3304557,RJ,24.20574,23.34692,25.05685
3/23/03,1200.329,Rio de Janeiro,3304557,RJ,23.978,22.72482,25.29385
3/24/03,1200.329,Rio de Janeiro,3304557,RJ,24.2064,22.50442,25.6197
3/25/03,1200.329,Rio de Janeiro,3304557,RJ,23.15624,21.2673,25.18246
3/26/03,1200.329,Rio de Janeiro,3304557,RJ,23.11303,21.17132,24.93954
3/27/03,1200.329,Rio de Janeiro,3304557,RJ,23.77282,22.67623,25.3685
3/28/03,1200.329,Rio de Janeiro,3304557,RJ,24.22976,22.40963,26.20507
3/29/03,1200.329,Rio de Janeiro,3304557,RJ,24.23574,21.58013,27.12698
3/30/03,1200.329,Rio de Janeiro,3304557,RJ,25.16046,21.28625,28.9945
3/31/03,1200.329,Rio de Janeiro,3304557,RJ,26.21185,22.72363,30.25295
4/1/03,1200.329,Rio de Janeiro,3304557,RJ,26.28222,24.62078,28.72433
4/2/03,1200.329,Rio de Janeiro,3304557,RJ,25.3982,22.49258,28.61294
4/3/03,1200.329,Rio de Janeiro,3304557,RJ,24.69518,22.5068,26.51437
4/4/03,1200.329,Rio de Janeiro,3304557,RJ,25.3949,22.59448,28.82742
4/5/03,1200.329,Rio de Janeiro,3304557,RJ,26.63067,24.1444,30.30508
4/6/03,1200.329,Rio de Janeiro,3304557,RJ,25.5081,22.5921,27.27038
4/7/03,1200.329,Rio de Janeiro,3304557,RJ,23.46197,22.29348,25.33413
4/8/03,1200.329,Rio de Janeiro,3304557,RJ,24.67108,23.31375,26.42074
4/9/03,1200.329,Rio de Janeiro,3304557,RJ,25.742,22.98077,29.07507
4/10/03,1200.329,Rio de Janeiro,3304557,RJ,25.91094,23.34457,29.21017
4/11/03,1200.329,Rio de Janeiro,3304557,RJ,25.1423,23.71664,27.68273
4/12/03,1200.329,Rio de Janeiro,3304557,RJ,24.35485,22.80776,25.56045
4/13/03,1200.329,Rio de Janeiro,3304557,RJ,23.07385,21.4403,25.18838
4/14/03,1200.329,Rio de Janeiro,3304557,RJ,22.15057,20.00887,24.63616
4/15/03,1200.329,Rio de Janeiro,3304557,RJ,22.59002,19.4934,25.32345
4/16/03,1200.329,Rio de Janeiro,3304557,RJ,23.91274,21.28152,26.9765
4/17/03,1200.329,Rio de Janeiro,3304557,RJ,24.34603,20.43426,28.55963
4/18/03,1200.329,Rio de Janeiro,3304557,RJ,24.93948,20.58712,30.0254
4/19/03,1200.329,Rio de Janeiro,3304557,RJ,25.40612,21.80764,29.76946
4/20/03,1200.329,Rio de Janeiro,3304557,RJ,25.83242,22.85516,30.70205
4/21/03,1200.329,Rio de Janeiro,3304557,RJ,25.5003,23.405,28.22427
4/22/03,1200.329,Rio de Janeiro,3304557,RJ,26.14184,23.59576,28.56082
4/23/03,1200.329,Rio de Janeiro,3304557,RJ,25.34997,22.79473,28.24203
4/24/03,1200.329,Rio de Janeiro,3304557,RJ,25.3393,21.9593,28.92697
4/25/03,1200.329,Rio de Janeiro,3304557,RJ,25.83996,22.21053,30.27426
4/26/03,1200.329,Rio de Janeiro,3304557,RJ,26.25714,22.25558,31.25662
4/27/03,1200.329,Rio de Janeiro,3304557,RJ,26.49017,22.27096,31.2436
4/28/03,1200.329,Rio de Janeiro,3304557,RJ,26.80547,22.88598,32.0387
4/29/03,1200.329,Rio de Janeiro,3304557,RJ,26.56335,24.30557,30.07876
4/30/03,1200.329,Rio de Janeiro,3304557,RJ,26.9878,24.07568,31.1156
5/1/03,1200.329,Rio de Janeiro,3304557,RJ,27.2121,24.01525,30.9592
5/2/03,1200.329,Rio de Janeiro,3304557,RJ,24.85867,20.7945,26.9362
5/3/03,1200.329,Rio de Janeiro,3304557,RJ,21.99362,20.644,23.73324
5/4/03,1200.329,Rio de Janeiro,3304557,RJ,21.9201,19.0929,24.89807
5/5/03,1200.329,Rio de Janeiro,3304557,RJ,21.75665,18.85116,24.42764
5/6/03,1200.329,Rio de Janeiro,3304557,RJ,22.3275,21.30404,23.09097
5/7/03,1200.329,Rio de Janeiro,3304557,RJ,22.29272,20.4615,24.71914
5/8/03,1200.329,Rio de Janeiro,3304557,RJ,20.8708,17.98138,24.62078
5/9/03,1200.329,Rio de Janeiro,3304557,RJ,20.6908,18.78716,23.09808
5/10/03,1200.329,Rio de Janeiro,3304557,RJ,20.84643,19.22204,22.80895
5/11/03,1200.329,Rio de Janeiro,3304557,RJ,21.76464,19.1462,24.94308
5/12/03,1200.329,Rio de Janeiro,3304557,RJ,22.13873,19.51116,25.0106
5/13/03,1200.329,Rio de Janeiro,3304557,RJ,22.34484,19.39742,25.16943
5/14/03,1200.329,Rio de Janeiro,3304557,RJ,22.57665,20.59423,25.30807
5/15/03,1200.329,Rio de Janeiro,3304557,RJ,23.53466,21.27087,26.53213
5/16/03,1200.329,Rio de Janeiro,3304557,RJ,23.30908,20.37856,27.11395
5/17/03,1200.329,Rio de Janeiro,3304557,RJ,22.89,18.95187,27.64007
5/18/03,1200.329,Rio de Janeiro,3304557,RJ,22.7932,18.84167,27.80834
5/19/03,1200.329,Rio de Janeiro,3304557,RJ,22.63824,19.51354,25.6031
5/20/03,1200.329,Rio de Janeiro,3304557,RJ,22.8297,19.57873,27.3379
5/21/03,1200.329,Rio de Janeiro,3304557,RJ,24.26147,20.8834,29.46255
5/22/03,1200.329,Rio de Janeiro,3304557,RJ,24.59673,20.12026,30.2008
5/23/03,1200.329,Rio de Janeiro,3304557,RJ,25.32922,20.81466,31.84197
5/24/03,1200.329,Rio de Janeiro,3304557,RJ,23.88635,22.62292,24.71914
5/25/03,1200.329,Rio de Janeiro,3304557,RJ,22.74664,19.67233,26.48828
5/26/03,1200.329,Rio de Janeiro,3304557,RJ,21.51647,17.8842,24.88027
5/27/03,1200.329,Rio de Janeiro,3304557,RJ,20.907,17.76333,24.73928
5/28/03,1200.329,Rio de Janeiro,3304557,RJ,21.10726,18.3973,23.40026
5/29/03,1200.329,Rio de Janeiro,3304557,RJ,21.85607,20.4639,23.78536
5/30/03,1200.329,Rio de Janeiro,3304557,RJ,22.0361,19.38082,25.47988
5/31/03,1200.329,Rio de Janeiro,3304557,RJ,22.05837,18.14846,27.36755
6/1/03,1200.329,Rio de Janeiro,3304557,RJ,22.61315,18.2231,28.5442
6/2/03,1200.329,Rio de Janeiro,3304557,RJ,22.8282,18.5312,28.91866
6/3/03,1200.329,Rio de Janeiro,3304557,RJ,23.56188,19.65457,30.25887
6/4/03,1200.329,Rio de Janeiro,3304557,RJ,24.3306,21.75787,28.85586
6/5/03,1200.329,Rio de Janeiro,3304557,RJ,23.15292,21.97354,25.1943
6/6/03,1200.329,Rio de Janeiro,3304557,RJ,23.48718,19.952,28.77883
6/7/03,1200.329,Rio de Janeiro,3304557,RJ,23.10586,21.2661,25.56045
6/8/03,1200.329,Rio de Janeiro,3304557,RJ,23.9441,22.35394,26.5736
6/9/03,1200.329,Rio de Janeiro,3304557,RJ,22.7863,21.54696,24.95257
