time,AREA_KM2,NM_MUN,CD_MUN,SIGLA,t2m,t2m_min,t2m_max
6/10/03,1200.329,Rio de Janeiro,3304557,RJ,23.28155,20.22454,27.77755
6/11/03,1200.329,Rio de Janeiro,3304557,RJ,24.4567,20.71154,29.2777
6/12/03,1200.329,Rio de Janeiro,3304557,RJ,23.40316,20.97817,28.6864
6/13/03,1200.329,Rio de Janeiro,3304557,RJ,23.24493,21.387,26.21575
6/14/03,1200.329,Rio de Janeiro,3304557,RJ,22.99645,20.41412,27.18148
6/15/03,1200.329,Rio de Janeiro,3304557,RJ,22.34933,20.7068,24.54257
6/16/03,1200.329,Rio de Janeiro,3304557,RJ,21.72015,19.01113,25.8887
6/17/03,1200.329,Rio de Janeiro,3304557,RJ,21.2934,18.3333,26.38638
6/18/03,1200.329,Rio de Janeiro,3304557,RJ,21.94247,18.51342,26.87814
6/19/03,1200.329,Rio de Janeiro,3304557,RJ,22.4262,20.04916,27.21584
6/20/03,1200.329,Rio de Janeiro,3304557,RJ,22.28152,20.1309,24.80682
6/21/03,1200.329,Rio de Janeiro,3304557,RJ,21.8647,19.5491,25.39218
6/22/03,1200.329,Rio de Janeiro,3304557,RJ,22.3972,19.0277,26.7715
6/23/03,1200.329,Rio de Janeiro,3304557,RJ,21.55944,18.9649,25.38152
6/24/03,1200.329,Rio de Janeiro,3304557,RJ,21.6509,17.96243,27.11752
6/25/03,1200.329,Rio de Janeiro,3304557,RJ,21.19592,18.68408,24.6089
6/26/03,1200.329,Rio de Janeiro,3304557,RJ,20.898,18.30844,24.6113
6/27/03,1200.329,Rio de Janeiro,3304557,RJ,21.39715,19.34173,24.9727
6/28/03,1200.329,Rio de Janeiro,3304557,RJ,21.51013,18.96966,26.16598
6/29/03,1200.329,Rio de Janeiro,3304557,RJ,21.35885,18.67697,24.96203
6/30/03,1200.329,Rio de Janeiro,3304557,RJ,20.47347,18.92462,22.04702
7/1/03,1200.329,Rio de Janeiro,3304557,RJ,20.26788,18.344,24.19537
7/2/03,1200.329,Rio de Janeiro,3304557,RJ,20.40283,16.81417,26.0072
7/3/03,1200.329,Rio de Janeiro,3304557,RJ,19.7771,17.7124,22.61816
7/4/03,1200.329,Rio de Janeiro,3304557,RJ,20.55822,17.45526,25.05685
7/5/03,1200.329,Rio de Janeiro,3304557,RJ,21.3032,16.74426,27.52868
7/6/03,1200.329,Rio de Janeiro,3304557,RJ,22.16876,17.0168,28.85467
7/7/03,1200.329,Rio de Janeiro,3304557,RJ,22.09783,18.0584,28.12237
7/8/03,1200.329,Rio de Janeiro,3304557,RJ,22.93182,18.71133,29.6166
7/9/03,1200.329,Rio de Janeiro,3304557,RJ,23.6065,18.63668,30.61672
7/10/03,1200.329,Rio de Janeiro,3304557,RJ,22.50872,19.69958,25.3839
7/11/03,1200.329,Rio de Janeiro,3304557,RJ,20.41186,18.6414,21.92614
7/12/03,1200.329,Rio de Janeiro,3304557,RJ,18.1486,16.7881,18.8168
7/13/03,1200.329,Rio de Janeiro,3304557,RJ,17.93344,16.91134,19.11657
7/14/03,1200.329,Rio de Janeiro,3304557,RJ,19.6629,17.87948,21.624
7/15/03,1200.329,Rio de Janeiro,3304557,RJ,20.02566,16.70873,23.4512
7/16/03,1200.329,Rio de Janeiro,3304557,RJ,19.773,15.72875,25.35427
7/17/03,1200.329,Rio de Janeiro,3304557,RJ,19.7171,16.53216,23.32678
7/18/03,1200.329,Rio de Janeiro,3304557,RJ,20.50445,17.71594,24.53784
7/19/03,1200.329,Rio de Janeiro,3304557,RJ,21.48785,17.21826,27.45403
7/20/03,1200.329,Rio de Janeiro,3304557,RJ,22.05752,17.47778,27.95767
7/21/03,1200.329,Rio de Janeiro,3304557,RJ,22.9145,17.428,29.62252
7/22/03,1200.329,Rio de Janeiro,3304557,RJ,21.51794,17.97073,25.81405
7/23/03,1200.329,Rio de Janeiro,3304557,RJ,22.2687,18.7374,27.47775
7/24/03,1200.329,Rio de Janeiro,3304557,RJ,22.5523,18.00744,28.16976
7/25/03,1200.329,Rio de Janeiro,3304557,RJ,22.9024,18.85708,28.53
7/26/03,1200.329,Rio de Janeiro,3304557,RJ,21.45397,19.66403,23.59222
7/27/03,1200.329,Rio de Janeiro,3304557,RJ,20.96563,19.33343,23.08862
7/28/03,1200.329,Rio de Janeiro,3304557,RJ,20.78484,19.17227,22.85043
7/29/03,1200.329,Rio de Janeiro,3304557,RJ,21.5931,19.3192,24.6978
7/30/03,1200.329,Rio de Janeiro,3304557,RJ,22.03832,18.6746,27.16964
7/31/03,1200.329,Rio de Janeiro,3304557,RJ,21.80193,19.89868,24.41223
8/1/03,1200.329,Rio de Janeiro,3304557,RJ,21.74893,20.34896,24.097
8/2/03,1200.329,Rio de Janeiro,3304557,RJ,21.74813,19.85244,24.08636
8/3/03,1200.329,Rio de Janeiro,3304557,RJ,21.64105,18.82983,24.77365
8/4/03,1200.329,Rio de Janeiro,3304557,RJ,21.19964,17.34387,25.99417
8/5/03,1200.329,Rio de Janeiro,3304557,RJ,21.7594,16.41247,27.34503
8/6/03,1200.329,Rio de Janeiro,3304557,RJ,23.69647,19.6024,29.9259
8/7/03,1200.329,Rio de Janeiro,3304557,RJ,22.87576,19.68063,25.4396
8/8/03,1200.329,Rio de Janeiro,3304557,RJ,22.4099,21.01846,24.08755
8/9/03,1200.329,Rio de Janeiro,3304557,RJ,21.99328,19.7861,25.51663
8/10/03,1200.329,Rio de Janeiro,3304557,RJ,18.4657,17.3569,20.03375
8/11/03,1200.329,Rio de Janeiro,3304557,RJ,18.33532,16.61984,20.26602
8/12/03,1200.329,Rio de Janeiro,3304557,RJ,18.66503,16.0854,22.06954
8/13/03,1200.329,Rio de Janeiro,3304557,RJ,19.24963,16.1269,22.80895
8/14/03,1200.329,Rio de Janeiro,3304557,RJ,19.58465,14.8246,24.9407
8/15/03,1200.329,Rio de Janeiro,3304557,RJ,20.43875,16.70162,23.43344
8/16/03,1200.329,Rio de Janeiro,3304557,RJ,19.55877,18.66155,20.84307
8/17/03,1200.329,Rio de Janeiro,3304557,RJ,18.64922,17.3735,20.1404
8/18/03,1200.329,Rio de Janeiro,3304557,RJ,18.24493,14.88506,21.50192
8/19/03,1200.329,Rio de Janeiro,3304557,RJ,19.4075,14.56512,24.51412
8/20/03,1200.329,Rio de Janeiro,3304557,RJ,19.79272,14.85897,25.05685
8/21/03,1200.329,Rio de Janeiro,3304557,RJ,20.85912,15.42303,26.42547
8/22/03,1200.329,Rio de Janeiro,3304557,RJ,21.45416,15.88397,27.7254
8/23/03,1200.329,Rio de Janeiro,3304557,RJ,22.30837,16.65066,28.0169
8/24/03,1200.329,Rio de Janeiro,3304557,RJ,23.96502,18.48617,30.44015
8/25/03,1200.329,Rio de Janeiro,3304557,RJ,22.57546,19.7458,24.33282
8/26/03,1200.329,Rio de Janeiro,3304557,RJ,18.90783,18.32147,19.9508
8/27/03,1200.329,Rio de Janeiro,3304557,RJ,19.34893,17.85577,21.34905
8/28/03,1200.329,Rio de Janeiro,3304557,RJ,19.88683,18.67697,21.99844
8/29/03,1200.329,Rio de Janeiro,3304557,RJ,18.07504,17.191,18.65798
8/30/03,1200.329,Rio de Janeiro,3304557,RJ,18.82742,17.39956,21.00897
8/31/03,1200.329,Rio de Janeiro,3304557,RJ,20.53106,18.3973,24.6113
9/1/03,1200.329,Rio de Janeiro,3304557,RJ,19.84255,19.21493,20.8016
9/2/03,1200.329,Rio de Janeiro,3304557,RJ,19.7038,18.91396,20.72457
9/3/03,1200.329,Rio de Janeiro,3304557,RJ,19.88836,18.42217,21.58962
9/4/03,1200.329,Rio de Janeiro,3304557,RJ,20.71536,18.5063,24.30795
9/5/03,1200.329,Rio de Janeiro,3304557,RJ,20.1751,15.05688,25.45382
9/6/03,1200.329,Rio de Janeiro,3304557,RJ,20.87887,15.72045,26.4101
9/7/03,1200.329,Rio de Janeiro,3304557,RJ,21.5414,16.3414,26.83312
9/8/03,1200.329,Rio de Janeiro,3304557,RJ,22.36413,16.9718,27.8356
9/9/03,1200.329,Rio de Janeiro,3304557,RJ,23.22448,18.78835,28.96725
9/10/03,1200.329,Rio de Janeiro,3304557,RJ,23.101,20.03848,28.54183
9/11/03,1200.329,Rio de Janeiro,3304557,RJ,19.64184,18.52883,21.47585
9/12/03,1200.329,Rio de Janeiro,3304557,RJ,19.5791,17.65197,21.99606
9/13/03,1200.329,Rio de Janeiro,3304557,RJ,20.6092,17.3261,26.21218
9/14/03,1200.329,Rio de Janeiro,3304557,RJ,19.69268,19.07748,20.27075
9/15/03,1200.329,Rio de Janeiro,3304557,RJ,19.96978,18.37478,22.0257
9/16/03,1200.329,Rio de Janeiro,3304557,RJ,21.23177,16.813,26.74307
9/17/03,1200.329,Rio de Janeiro,3304557,RJ,20.17562,19.1616,21.323
9/18/03,1200.329,Rio de Janeiro,3304557,RJ,19.82855,18.25512,22.23898
9/19/03,1200.329,Rio de Janeiro,3304557,RJ,21.4247,19.2493,25.5972
9/20/03,1200.329,Rio de Janeiro,3304557,RJ,22.44894,17.29882,28.73617
9/21/03,1200.329,Rio de Janeiro,3304557,RJ,21.50076,19.08697,23.9323
9/22/03,1200.329,Rio de Janeiro,3304557,RJ,22.20202,19.86312,26.243
9/23/03,1200.329,Rio de Janeiro,3304557,RJ,22.6956,19.17465,27.49078
9/24/03,1200.329,Rio de Janeiro,3304557,RJ,24.80413,20.48403,32.89068
9/25/03,1200.329,Rio de Janeiro,3304557,RJ,22.0905,21.08483,23.3481
9/26/03,1200.329,Rio de Janeiro,3304557,RJ,22.21,21.03625,24.5651
9/27/03,1200.329,Rio de Janeiro,3304557,RJ,23.23028,21.06466,27.2609
9/28/03,1200.329,Rio de Janeiro,3304557,RJ,22.6808,21.01135,25.4609
9/29/03,1200.329,Rio de Janeiro,3304557,RJ,23.03445,21.0635,27.23602
9/30/03,1200.329,Rio de Janeiro,3304557,RJ,21.46176,20.32882,23.03173
10/1/03,1200.329,Rio de Janeiro,3304557,RJ,21.7157,19.08697,23.79128
10/2/03,1200.329,Rio de Janeiro,3304557,RJ,23.24755,20.10247,27.34738
10/3/03,1200.329,Rio de Janeiro,3304557,RJ,23.64163,19.6119,28.27285
10/4/03,1200.329,Rio de Janeiro,3304557,RJ,23.8608,20.9829,27.63415
10/5/03,1200.329,Rio de Janeiro,3304557,RJ,24.01946,20.01003,28.7018
10/6/03,1200.329,Rio de Janeiro,3304557,RJ,25.42022,21.04217,31.56588
10/7/03,1200.329,Rio de Janeiro,3304557,RJ,24.1847,21.87164,28.0643
10/8/03,1200.329,Rio de Janeiro,3304557,RJ,22.68066,22.1584,23.25213
10/9/03,1200.329,Rio de Janeiro,3304557,RJ,25.92922,22.188,31.67373
10/10/03,1200.329,Rio de Janeiro,3304557,RJ,23.3512,22.43093,25.045
10/11/03,1200.329,Rio de Janeiro,3304557,RJ,21.22012,18.8156,22.62292
10/12/03,1200.329,Rio de Janeiro,3304557,RJ,19.81744,18.6189,21.35143
10/13/03,1200.329,Rio de Janeiro,3304557,RJ,20.96615,19.15923,23.40853
10/14/03,1200.329,Rio de Janeiro,3304557,RJ,20.05407,18.3274,22.11102
10/15/03,1200.329,Rio de Janeiro,3304557,RJ,20.3436,18.70895,22.4262
10/16/03,1200.329,Rio de Janeiro,3304557,RJ,20.33038,17.85223,22.62527
10/17/03,1200.329,Rio de Janeiro,3304557,RJ,19.91863,15.22988,24.7914
10/18/03,1200.329,Rio de Janeiro,3304557,RJ,20.94103,15.4112,27.32723
10/19/03,1200.329,Rio de Janeiro,3304557,RJ,23.99368,18.5241,30.94616
10/20/03,1200.329,Rio de Janeiro,3304557,RJ,23.781,21.09194,26.64352
10/21/03,1200.329,Rio de Janeiro,3304557,RJ,23.8833,21.52682,27.81783
10/22/03,1200.329,Rio de Janeiro,3304557,RJ,23.89782,22.05886,26.87814
10/23/03,1200.329,Rio de Janeiro,3304557,RJ,21.659,20.71273,22.33853
10/24/03,1200.329,Rio de Janeiro,3304557,RJ,22.6604,20.35842,25.84484
10/25/03,1200.329,Rio de Janeiro,3304557,RJ,24.46688,19.9579,29.3796
10/26/03,1200.329,Rio de Janeiro,3304557,RJ,25.83428,21.14526,30.9983
10/27/03,1200.329,Rio de Janeiro,3304557,RJ,25.6575,22.5921,30.17355
10/28/03,1200.329,Rio de Janeiro,3304557,RJ,24.83465,22.50204,27.74554
10/29/03,1200.329,Rio de Janeiro,3304557,RJ,24.11035,22.12997,26.61865
10/30/03,1200.329,Rio de Janeiro,3304557,RJ,23.34774,21.68914,25.70147
10/31/03,1200.329,Rio de Janeiro,3304557,RJ,24.13702,21.49008,27.2514
11/1/03,1200.329,Rio de Janeiro,3304557,RJ,25.33776,21.35974,29.79672
11/2/03,1200.329,Rio de Janeiro,3304557,RJ,22.32656,19.79675,23.7581
11/3/03,1200.329,Rio de Janeiro,3304557,RJ,20.19006,19.28958,21.2756
11/4/03,1200.329,Rio de Janeiro,3304557,RJ,19.71343,17.87237,21.99252
11/5/03,1200.329,Rio de Janeiro,3304557,RJ,21.08587,18.50396,23.6894
11/6/03,1200.329,Rio de Janeiro,3304557,RJ,21.78488,18.49447,25.22747
11/7/03,1200.329,Rio de Janeiro,3304557,RJ,22.81207,20.63928,26.63168
11/8/03,1200.329,Rio de Janeiro,3304557,RJ,22.94293,20.2577,26.3058
11/9/03,1200.329,Rio de Janeiro,3304557,RJ,24.36263,21.6074,27.94818
11/10/03,1200.329,Rio de Janeiro,3304557,RJ,24.79397,22.06243,28.16027
11/11/03,1200.329,Rio de Janeiro,3304557,RJ,24.385,22.4511,27.83206
11/12/03,1200.329,Rio de Janeiro,3304557,RJ,27.03494,21.88943,32.5186
