CD_MUN,NM_MUN,SIGLA,AREA_KM2,time,t2m,t2m_min,t2m_max
5208707,Goiânia,GO,729.296,1/1/00,21.90136,19.11227,24.71746
5208707,Goiânia,GO,729.296,1/2/00,21.39153,19.2916,24.40096
5208707,Goiânia,GO,729.296,1/3/00,20.43496,19.24584,21.8487
5208707,Goiânia,GO,729.296,1/4/00,20.6632,18.34695,24.00387
5208707,Goiânia,GO,729.296,1/5/00,21.6109,19.21697,25.86425
5208707,Goiânia,GO,729.296,1/6/00,22.12512,18.3,25.90396
5208707,Goiânia,GO,729.296,1/7/00,22.65344,18.21096,27.42138
5208707,Goiânia,GO,729.296,1/8/00,23.30288,18.05453,27.8606
5208707,Goiânia,GO,729.296,1/9/00,22.78338,19.4432,26.83895
5208707,Goiânia,GO,729.296,1/10/00,23.1308,18.60568,28.0086
5208707,Goiânia,GO,729.296,1/11/00,23.48766,18.64056,28.31066
5208707,Goiânia,GO,729.296,1/12/00,23.63793,17.5034,28.579
5208707,Goiânia,GO,729.296,1/13/00,24.1552,17.61892,30.61868
5208707,Goiânia,GO,729.296,1/14/00,24.4819,18.60085,30.17584
5208707,Goiânia,GO,729.296,1/15/00,25.117,19.85714,30.92312
5208707,Goiânia,GO,729.296,1/16/00,25.90777,20.31924,32.22152
5208707,Goiânia,GO,729.296,1/17/00,24.53155,21.62606,28.88223
5208707,Goiânia,GO,729.296,1/18/00,24.03124,20.2338,30.4911
5208707,Goiânia,GO,729.296,1/19/00,24.6131,19.42275,31.44055
5208707,Goiânia,GO,729.296,1/20/00,22.57272,19.68145,25.62838
5208707,Goiânia,GO,729.296,1/21/00,22.11813,19.6574,26.9641
5208707,Goiânia,GO,729.296,1/22/00,22.24713,19.2711,26.41778
5208707,Goiânia,GO,729.296,1/23/00,23.02285,19.68746,27.55013
5208707,Goiânia,GO,729.296,1/24/00,23.12673,19.64657,27.8209
5208707,Goiânia,GO,729.296,1/25/00,22.9992,19.56594,27.07
5208707,Goiânia,GO,729.296,1/26/00,22.6037,19.94378,26.3155
5208707,Goiânia,GO,729.296,1/27/00,22.08322,19.73922,25.0616
5208707,Goiânia,GO,729.296,1/28/00,22.8632,19.50817,28.20596
5208707,Goiânia,GO,729.296,1/29/00,23.302,19.5202,28.0038
5208707,Goiânia,GO,729.296,1/30/00,23.81317,19.16042,28.91592
5208707,Goiânia,GO,729.296,1/31/00,23.45257,19.63452,29.14938
5208707,Goiânia,GO,729.296,2/1/00,23.60296,19.89083,28.147
5208707,Goiânia,GO,729.296,2/2/00,22.74923,20.83666,25.0917
5208707,Goiânia,GO,729.296,2/3/00,22.94683,19.85473,27.31548
5208707,Goiânia,GO,729.296,2/4/00,23.14337,19.81384,27.44424
5208707,Goiânia,GO,729.296,2/5/00,22.84078,20.4239,27.59225
5208707,Goiânia,GO,729.296,2/6/00,22.51122,19.17846,27.95327
5208707,Goiânia,GO,729.296,2/7/00,22.4113,20.2711,26.94366
5208707,Goiânia,GO,729.296,2/8/00,21.56063,19.81503,23.8342
5208707,Goiânia,GO,729.296,2/9/00,22.09756,20.21816,24.93887
5208707,Goiânia,GO,729.296,2/10/00,21.66693,19.95822,23.58752
5208707,Goiânia,GO,729.296,2/11/00,21.6127,19.14837,25.6272
5208707,Goiânia,GO,729.296,2/12/00,22.70538,18.89205,28.13497
5208707,Goiânia,GO,729.296,2/13/00,22.40527,18.77896,26.0664
5208707,Goiânia,GO,729.296,2/14/00,23.0727,18.16403,28.38284
5208707,Goiânia,GO,729.296,2/15/00,23.9934,18.69833,30.16622
5208707,Goiânia,GO,729.296,2/16/00,24.00347,18.50097,30.34792
5208707,Goiânia,GO,729.296,2/17/00,23.91622,18.6514,28.7258
5208707,Goiânia,GO,729.296,2/18/00,22.54815,18.655,27.73306
5208707,Goiânia,GO,729.296,2/19/00,22.23834,18.68026,27.7968
5208707,Goiânia,GO,729.296,2/20/00,23.63537,19.31686,29.4839
5208707,Goiânia,GO,729.296,2/21/00,22.68893,19.4504,26.30828
5208707,Goiânia,GO,729.296,2/22/00,23.58618,18.99075,28.96044
5208707,Goiânia,GO,729.296,2/23/00,24.30673,17.9402,29.61147
5208707,Goiânia,GO,729.296,2/24/00,24.77325,18.1556,31.46102
5208707,Goiânia,GO,729.296,2/25/00,24.76684,18.7934,30.72817
5208707,Goiânia,GO,729.296,2/26/00,23.15386,18.39147,28.48513
5208707,Goiânia,GO,729.296,2/27/00,23.1446,19.30963,28.1795
5208707,Goiânia,GO,729.296,2/28/00,22.2852,19.25427,27.93762
5208707,Goiânia,GO,729.296,2/29/00,22.47875,18.75247,27.6813
5208707,Goiânia,GO,729.296,3/1/00,22.31362,19.28555,25.61877
5208707,Goiânia,GO,729.296,3/2/00,22.7786,19.74883,28.28777
5208707,Goiânia,GO,729.296,3/3/00,22.3313,19.74404,26.3853
5208707,Goiânia,GO,729.296,3/4/00,22.59936,19.69952,26.85702
5208707,Goiânia,GO,729.296,3/5/00,22.99124,19.0148,27.98815
5208707,Goiânia,GO,729.296,3/6/00,24.21908,19.10748,30.27932
5208707,Goiânia,GO,729.296,3/7/00,24.53387,19.6261,30.0495
5208707,Goiânia,GO,729.296,3/8/00,23.30203,19.3337,26.55135
5208707,Goiânia,GO,729.296,3/9/00,22.3203,18.91854,26.3143
5208707,Goiânia,GO,729.296,3/10/00,21.91827,18.01965,25.96893
5208707,Goiânia,GO,729.296,3/11/00,21.83123,19.0894,24.6525
5208707,Goiânia,GO,729.296,3/12/00,21.5046,19.5154,24.85345
5208707,Goiânia,GO,729.296,3/13/00,21.59692,18.77053,25.54174
5208707,Goiânia,GO,729.296,3/14/00,22.5645,19.732,27.81246
5208707,Goiânia,GO,729.296,3/15/00,22.58993,19.26028,28.06637
5208707,Goiânia,GO,729.296,3/16/00,21.5031,19.24224,24.6958
5208707,Goiânia,GO,729.296,3/17/00,22.22854,19.5094,26.48516
5208707,Goiânia,GO,729.296,3/18/00,21.33807,18.797,24.16393
5208707,Goiânia,GO,729.296,3/19/00,22.1667,19.14596,25.58145
5208707,Goiânia,GO,729.296,3/20/00,22.9809,19.10385,27.98696
5208707,Goiânia,GO,729.296,3/21/00,23.16155,19.05453,28.55612
5208707,Goiânia,GO,729.296,3/22/00,24.23892,19.5888,29.6271
5208707,Goiânia,GO,729.296,3/23/00,24.4513,18.86077,30.4947
5208707,Goiânia,GO,729.296,3/24/00,24.71023,19.60323,30.74743
