AREA_KM2,CD_MUN,SIGLA,time,NM_MUN,t2m,t2m_min,t2m_max
11401.092,1302603,AM,9/2/01,Manaus,27.49917,22.59756,34.21197
11401.092,1302603,AM,9/3/01,Manaus,27.4239,23.0776,33.64218
11401.092,1302603,AM,9/4/01,Manaus,27.73132,22.44296,34.4102
11401.092,1302603,AM,9/5/01,Manaus,27.8409,23.15988,35.096
11401.092,1302603,AM,9/6/01,Manaus,26.6803,22.4654,31.01754
11401.092,1302603,AM,9/7/01,Manaus,25.8563,22.4716,30.84423
11401.092,1302603,AM,9/8/01,Manaus,25.50753,22.09756,30.72576
11401.092,1302603,AM,9/9/01,Manaus,26.5797,22.34445,32.50253
11401.092,1302603,AM,9/10/01,Manaus,26.46398,22.42672,33.26437
11401.092,1302603,AM,9/11/01,Manaus,27.0403,22.01153,33.7419
11401.092,1302603,AM,9/12/01,Manaus,27.0468,22.23098,33.1771
11401.092,1302603,AM,9/13/01,Manaus,26.11642,22.24594,30.51006
11401.092,1302603,AM,9/14/01,Manaus,27.2471,22.47286,33.4439
11401.092,1302603,AM,9/15/01,Manaus,27.8824,22.08633,33.41647
11401.092,1302603,AM,9/16/01,Manaus,27.44326,23.0115,33.23568
11401.092,1302603,AM,9/17/01,Manaus,26.9289,22.16488,31.93023
11401.092,1302603,AM,9/18/01,Manaus,26.00076,21.7709,32.4988
11401.092,1302603,AM,9/19/01,Manaus,25.69995,21.3831,30.9265
11401.092,1302603,AM,9/20/01,Manaus,25.25057,21.56765,29.73452
11401.092,1302603,AM,9/21/01,Manaus,25.35174,21.93673,30.6734
11401.092,1302603,AM,9/22/01,Manaus,26.32287,21.20358,32.818
11401.092,1302603,AM,9/23/01,Manaus,26.87664,22.02523,33.21075
11401.092,1302603,AM,9/24/01,Manaus,26.82348,22.04394,33.808
11401.092,1302603,AM,9/25/01,Manaus,26.79427,21.7397,32.96014
11401.092,1302603,AM,9/26/01,Manaus,27.47558,22.21102,33.6746
11401.092,1302603,AM,9/27/01,Manaus,28.26373,22.67983,34.7818
11401.092,1302603,AM,9/28/01,Manaus,28.6849,22.72347,34.13342
11401.092,1302603,AM,9/29/01,Manaus,28.65142,23.15615,35.22067
11401.092,1302603,AM,9/30/01,Manaus,27.6635,23.15862,33.0998
11401.092,1302603,AM,10/1/01,Manaus,28.4374,22.96414,33.98254
11401.092,1302603,AM,10/2/01,Manaus,28.6462,22.41302,34.8279
11401.092,1302603,AM,10/3/01,Manaus,28.78146,22.97286,34.71444
11401.092,1302603,AM,10/4/01,Manaus,28.9487,23.46536,35.2132
11401.092,1302603,AM,10/5/01,Manaus,29.54678,23.28582,36.5037
11401.092,1302603,AM,10/6/01,Manaus,29.73873,23.1262,36.37277
11401.092,1302603,AM,10/7/01,Manaus,29.52517,22.2659,36.22936
11401.092,1302603,AM,10/8/01,Manaus,29.4196,24.09252,35.43887
11401.092,1302603,AM,10/9/01,Manaus,28.5994,24.1312,32.9539
11401.092,1302603,AM,10/10/01,Manaus,27.72805,23.994,33.73818
11401.092,1302603,AM,10/11/01,Manaus,27.9556,23.014,35.62838
11401.092,1302603,AM,10/12/01,Manaus,26.13503,21.9704,32.54992
11401.092,1302603,AM,10/13/01,Manaus,26.31204,22.51776,31.29308
11401.092,1302603,AM,10/14/01,Manaus,27.65984,22.9828,33.59976
11401.092,1302603,AM,10/15/01,Manaus,27.7367,22.72723,33.77557
11401.092,1302603,AM,10/16/01,Manaus,26.978,23.29952,32.02
11401.092,1302603,AM,10/17/01,Manaus,27.59344,23.15615,32.9963
11401.092,1302603,AM,10/18/01,Manaus,28.06774,23.8045,34.10226
11401.092,1302603,AM,10/19/01,Manaus,28.67108,22.82574,35.1421
11401.092,1302603,AM,10/20/01,Manaus,29.70602,23.2459,36.60095
11401.092,1302603,AM,10/21/01,Manaus,30.72946,24.2995,37.58346
11401.092,1302603,AM,10/22/01,Manaus,30.28417,24.65734,36.3341
11401.092,1302603,AM,10/23/01,Manaus,29.23354,25.38925,34.904
11401.092,1302603,AM,10/24/01,Manaus,27.60018,24.105,34.46508
11401.092,1302603,AM,10/25/01,Manaus,27.14318,23.5751,34.39526
11401.092,1302603,AM,10/26/01,Manaus,25.2759,22.529,28.59365
11401.092,1302603,AM,10/27/01,Manaus,27.02407,22.5215,33.84915
11401.092,1302603,AM,10/28/01,Manaus,28.01983,23.15988,34.42892
11401.092,1302603,AM,10/29/01,Manaus,28.4837,23.2621,35.6982
11401.092,1302603,AM,10/30/01,Manaus,27.92455,23.20974,34.86407
11401.092,1302603,AM,10/31/01,Manaus,26.0482,22.78085,29.61608
11401.092,1302603,AM,11/1/01,Manaus,25.20983,22.31204,29.40786
11401.092,1302603,AM,11/2/01,Manaus,26.55987,22.16366,32.76687
11401.092,1302603,AM,11/3/01,Manaus,28.53985,22.7746,34.8005
11401.092,1302603,AM,11/4/01,Manaus,28.72576,23.03768,34.17208
11401.092,1302603,AM,11/5/01,Manaus,27.9728,23.4454,32.68957
11401.092,1302603,AM,11/6/01,Manaus,28.4029,22.95416,34.4975
11401.092,1302603,AM,11/7/01,Manaus,29.53777,24.2546,35.18826
11401.092,1302603,AM,11/8/01,Manaus,26.96078,23.65487,31.40408
11401.092,1302603,AM,11/9/01,Manaus,26.5366,23.13745,32.61102
11401.092,1302603,AM,11/10/01,Manaus,26.42587,22.4043,33.18456
11401.092,1302603,AM,11/11/01,Manaus,27.06454,21.79583,32.40154
11401.092,1302603,AM,11/12/01,Manaus,28.91158,22.45666,34.47256
11401.092,1302603,AM,11/13/01,Manaus,29.5802,23.31075,35.4688
11401.092,1302603,AM,11/14/01,Manaus,29.05837,23.49777,34.76058
11401.092,1302603,AM,11/15/01,Manaus,28.67663,24.28704,35.2693
11401.092,1302603,AM,11/16/01,Manaus,29.07717,23.43545,35.61468
11401.092,1302603,AM,11/17/01,Manaus,28.47823,24.20223,33.86285
11401.092,1302603,AM,11/18/01,Manaus,27.90173,24.38055,34.51745
11401.092,1302603,AM,11/19/01,Manaus,28.8892,23.97283,35.6259
11401.092,1302603,AM,11/20/01,Manaus,29.48892,24.83566,35.6982
11401.092,1302603,AM,11/21/01,Manaus,29.0004,24.81198,35.37652
11401.092,1302603,AM,11/22/01,Manaus,29.68713,25.15984,36.2082
11401.092,1302603,AM,11/23/01,Manaus,29.27502,25.3007,34.97753
11401.092,1302603,AM,11/24/01,Manaus,28.838,25.26208,36.3416
11401.092,1302603,AM,11/25/01,Manaus,28.81814,25.04885,36.5523
11401.092,1302603,AM,11/26/01,Manaus,27.4075,23.87182,36.31915
11401.092,1302603,AM,11/27/01,Manaus,26.34655,23.34442,32.67587
11401.092,1302603,AM,11/28/01,Manaus,26.92062,23.22222,32.75067
11401.092,1302603,AM,11/29/01,Manaus,26.38137,23.07882,31.26443
11401.092,1302603,AM,11/30/01,Manaus,26.72744,23.25964,32.22823
11401.092,1302603,AM,12/1/01,Manaus,28.6482,23.71597,35.67327
11401.092,1302603,AM,12/2/01,Manaus,28.738,24.54888,35.60845
11401.092,1302603,AM,12/3/01,Manaus,26.74413,23.31698,30.91778
11401.092,1302603,AM,12/4/01,Manaus,26.73638,22.7347,32.2756
11401.092,1302603,AM,12/5/01,Manaus,26.41992,22.8307,31.1946
11401.092,1302603,AM,12/6/01,Manaus,26.5036,22.67983,33.08605
11401.092,1302603,AM,12/7/01,Manaus,26.73095,22.8307,31.45144
11401.092,1302603,AM,12/8/01,Manaus,26.00176,23.20226,29.87542
11401.092,1302603,AM,12/9/01,Manaus,25.3962,22.77337,28.65103
11401.092,1302603,AM,12/10/01,Manaus,27.0168,22.64367,33.116
11401.092,1302603,AM,12/11/01,Manaus,27.80425,23.16113,34.13467
11401.092,1302603,AM,12/12/01,Manaus,26.1087,23.31698,29.53005
11401.092,1302603,AM,12/13/01,Manaus,26.35003,22.8943,31.5088
11401.092,1302603,AM,12/14/01,Manaus,26.7184,22.72222,31.40905
11401.092,1302603,AM,12/15/01,Manaus,27.43197,23.38806,33.71447
11401.092,1302603,AM,12/16/01,Manaus,27.13482,23.38308,32.25692
11401.092,1302603,AM,12/17/01,Manaus,26.71145,23.18356,31.1946
11401.092,1302603,AM,12/18/01,Manaus,25.8383,23.2621,29.67843
11401.092,1302603,AM,12/19/01,Manaus,26.8333,23.11498,33.12347
11401.092,1302603,AM,12/20/01,Manaus,25.7517,23.52023,29.08242
11401.092,1302603,AM,12/21/01,Manaus,26.25918,22.812,31.44772
11401.092,1302603,AM,12/22/01,Manaus,27.275,22.5377,33.12222
11401.092,1302603,AM,12/23/01,Manaus,26.0327,22.90304,29.30438
11401.092,1302603,AM,12/24/01,Manaus,25.51486,23.09005,29.04254
11401.092,1302603,AM,12/25/01,Manaus,26.6185,23.22222,32.20455
11401.092,1302603,AM,12/26/01,Manaus,25.90258,23.08007,28.57495
11401.092,1302603,AM,12/27/01,Manaus,26.29193,22.70477,32.21826
11401.092,1302603,AM,12/28/01,Manaus,27.6621,22.86688,33.4938
11401.092,1302603,AM,12/29/01,Manaus,26.47003,22.96163,30.5861
11401.092,1302603,AM,12/30/01,Manaus,26.188,22.78332,30.57116
11401.092,1302603,AM,12/31/01,Manaus,25.88525,22.93795,29.4091
