NM_MUN,time,AREA_KM2,CD_MUN,SIGLA,t2m,t2m_min,t2m_max
Goiânia,1/1/12,729.296,5208707,GO,21.90765,19.72814,24.79986
Goiânia,1/2/12,729.296,5208707,GO,21.6944,19.55413,25.03555
Goiânia,1/3/12,729.296,5208707,GO,22.01547,19.66027,24.80602
Goiânia,1/4/12,729.296,5208707,GO,22.80392,18.83102,27.8602
Goiânia,1/5/12,729.296,5208707,GO,22.63296,18.8199,26.93838
Goiânia,1/6/12,729.296,5208707,GO,22.75448,19.68987,26.37197
Goiânia,1/7/12,729.296,5208707,GO,21.0553,18.5324,24.2742
Goiânia,1/8/12,729.296,5208707,GO,21.65048,18.56695,24.99236
Goiânia,1/9/12,729.296,5208707,GO,20.5683,18.50894,22.5873
Goiânia,1/10/12,729.296,5208707,GO,20.026,18.4596,23.05993
Goiânia,1/11/12,729.296,5208707,GO,20.40566,19.4505,22.2788
Goiânia,1/12/12,729.296,5208707,GO,21.65392,19.31844,25.31814
Goiânia,1/13/12,729.296,5208707,GO,22.49572,20.12548,26.94454
Goiânia,1/14/12,729.296,5208707,GO,20.97247,19.21603,24.4716
Goiânia,1/15/12,729.296,5208707,GO,22.1263,19.28884,27.74172
Goiânia,1/16/12,729.296,5208707,GO,22.14227,19.06423,27.738
Goiânia,1/17/12,729.296,5208707,GO,21.76772,19.60104,24.02493
Goiânia,1/18/12,729.296,5208707,GO,20.93743,18.45712,24.03604
Goiânia,1/19/12,729.296,5208707,GO,21.23846,18.94332,23.77072
Goiânia,1/20/12,729.296,5208707,GO,20.91155,18.18194,24.6777
Goiânia,1/21/12,729.296,5208707,GO,22.83734,19.80465,27.15927
Goiânia,1/22/12,729.296,5208707,GO,22.58575,19.30117,27.61215
Goiânia,1/23/12,729.296,5208707,GO,22.36892,18.53484,27.06674
Goiânia,1/24/12,729.296,5208707,GO,22.234,19.0556,26.5571
Goiânia,1/25/12,729.296,5208707,GO,22.5127,19.46282,26.4164
Goiânia,1/26/12,729.296,5208707,GO,23.22946,18.94824,29.16946
Goiânia,1/27/12,729.296,5208707,GO,22.81097,19.15432,27.81454
Goiânia,1/28/12,729.296,5208707,GO,23.2887,18.77548,28.75237
Goiânia,1/29/12,729.296,5208707,GO,24.25665,19.8787,28.48828
Goiânia,1/30/12,729.296,5208707,GO,24.25097,18.81005,30.60214
Goiânia,1/31/12,729.296,5208707,GO,22.8316,19.41348,26.38925
Goiânia,2/1/12,729.296,5208707,GO,22.7108,18.61382,27.85525
Goiânia,2/2/12,729.296,5208707,GO,21.8699,18.52004,27.9268
