NM_MUN,time,AREA_KM2,CD_MUN,SIGLA,t2m,t2m_min,t2m_max
Goiânia,2/3/12,729.296,5208707,GO,23.01995,19.28512,28.20077
Goiânia,2/4/12,729.296,5208707,GO,24.30004,18.28436,29.99008
Goiânia,2/5/12,729.296,5208707,GO,25.04067,20.88687,29.91357
Goiânia,2/6/12,729.296,5208707,GO,25.9641,21.73956,30.63052
Goiânia,2/7/12,729.296,5208707,GO,24.6971,19.9046,29.3607
Goiânia,2/8/12,729.296,5208707,GO,24.7189,19.1173,31.6498
Goiânia,2/9/12,729.296,5208707,GO,23.9585,19.34188,30.30227
Goiânia,2/10/12,729.296,5208707,GO,22.66772,19.2074,27.2691
Goiânia,2/11/12,729.296,5208707,GO,22.53228,19.49615,25.99685
Goiânia,2/12/12,729.296,5208707,GO,22.0918,19.28637,27.3456
Goiânia,2/13/12,729.296,5208707,GO,21.37573,18.96182,24.4778
Goiânia,2/14/12,729.296,5208707,GO,21.02047,19.40728,23.19567
Goiânia,2/15/12,729.296,5208707,GO,21.54412,17.20583,27.76516
Goiânia,2/16/12,729.296,5208707,GO,22.51205,18.01534,28.29577
Goiânia,2/17/12,729.296,5208707,GO,23.39123,18.57064,29.70007
Goiânia,2/18/12,729.296,5208707,GO,23.6107,19.3567,28.37847
Goiânia,2/19/12,729.296,5208707,GO,22.4655,18.95443,26.82733
Goiânia,2/20/12,729.296,5208707,GO,23.6001,18.90383,29.6174
Goiânia,2/21/12,729.296,5208707,GO,22.90496,19.74172,27.5517
Goiânia,2/22/12,729.296,5208707,GO,22.27133,20.21557,25.9956
Goiânia,2/23/12,729.296,5208707,GO,24.02398,19.86016,29.81237
Goiânia,2/24/12,729.296,5208707,GO,22.92025,19.84783,27.9108
Goiânia,2/25/12,729.296,5208707,GO,23.46148,19.58004,27.8503
Goiânia,2/26/12,729.296,5208707,GO,23.43392,19.30734,28.6771
Goiânia,2/27/12,729.296,5208707,GO,24.1525,18.42132,31.25244
Goiânia,2/28/12,729.296,5208707,GO,24.58746,18.10543,30.0641
Goiânia,2/29/12,729.296,5208707,GO,24.08166,20.41424,29.48907
Goiânia,3/1/12,729.296,5208707,GO,24.48248,19.10372,30.02215
Goiânia,3/2/12,729.296,5208707,GO,25.22207,18.77548,31.68435
Goiânia,3/3/12,729.296,5208707,GO,26.40664,18.8125,32.98992
Goiânia,3/4/12,729.296,5208707,GO,25.78814,18.2239,31.9077
Goiânia,3/5/12,729.296,5208707,GO,25.5631,19.17285,31.5338
Goiânia,3/6/12,729.296,5208707,GO,24.93694,19.9552,29.71118
Goiânia,3/7/12,729.296,5208707,GO,24.4242,19.47515,29.82348
Goiânia,3/8/12,729.296,5208707,GO,22.7912,18.1363,28.69314
Goiânia,3/9/12,729.296,5208707,GO,23.43432,18.6533,29.7593
Goiânia,3/10/12,729.296,5208707,GO,22.76434,19.95025,26.88656
Goiânia,3/11/12,729.296,5208707,GO,22.8011,18.92358,27.85772
Goiânia,3/12/12,729.296,5208707,GO,23.37383,19.77874,28.45742
Goiânia,3/13/12,729.296,5208707,GO,23.4087,19.37026,29.7593
Goiânia,3/14/12,729.296,5208707,GO,23.60998,19.43197,29.29904
Goiânia,3/15/12,729.296,5208707,GO,22.8957,19.6109,26.65334
Goiânia,3/16/12,729.296,5208707,GO,22.6734,18.9001,27.37768
Goiânia,3/17/12,729.296,5208707,GO,23.34838,19.3962,28.38586
Goiânia,3/18/12,729.296,5208707,GO,22.69735,19.12963,27.09634
Goiânia,3/19/12,729.296,5208707,GO,21.1553,18.77178,25.41686
Goiânia,3/20/12,729.296,5208707,GO,22.15176,18.40283,27.04943
Goiânia,3/21/12,729.296,5208707,GO,23.01592,18.46453,28.8807
Goiânia,3/22/12,729.296,5208707,GO,23.7037,19.19628,29.4002
Goiânia,3/23/12,729.296,5208707,GO,22.32537,19.74047,25.90676
Goiânia,3/24/12,729.296,5208707,GO,22.41247,18.6484,28.56725
Goiânia,3/25/12,729.296,5208707,GO,23.6482,18.5756,29.65936
Goiânia,3/26/12,729.296,5208707,GO,23.50652,20.24764,28.1218
Goiânia,3/27/12,729.296,5208707,GO,23.29083,18.8236,29.12008
Goiânia,3/28/12,729.296,5208707,GO,23.49877,20.30566,28.3686
Goiânia,3/29/12,729.296,5208707,GO,23.96694,18.95318,29.15713
Goiânia,3/30/12,729.296,5208707,GO,24.9793,20.04897,30.94024
Goiânia,3/31/12,729.296,5208707,GO,24.1612,20.33032,29.3126
Goiânia,4/1/12,729.296,5208707,GO,23.23528,18.93344,29.52114
Goiânia,4/2/12,729.296,5208707,GO,23.49566,19.50726,29.46438
Goiânia,4/3/12,729.296,5208707,GO,22.94363,19.21478,28.33898
Goiânia,4/4/12,729.296,5208707,GO,23.0601,18.90505,29.24102
Goiânia,4/5/12,729.296,5208707,GO,24.77972,19.4838,30.7749
Goiânia,4/6/12,729.296,5208707,GO,25.19167,19.23824,31.46963
Goiânia,4/7/12,729.296,5208707,GO,24.52557,20.03045,30.28253
Goiânia,4/8/12,729.296,5208707,GO,22.23937,20.10452,25.13674
Goiânia,4/9/12,729.296,5208707,GO,22.55276,19.38137,27.9416
Goiânia,4/10/12,729.296,5208707,GO,23.42166,19.56893,30.0419
Goiânia,4/11/12,729.296,5208707,GO,23.05868,19.9441,27.51467
Goiânia,4/12/12,729.296,5208707,GO,24.02148,19.52084,29.0843
Goiânia,4/13/12,729.296,5208707,GO,24.29693,18.678,29.6026
Goiânia,4/14/12,729.296,5208707,GO,23.79824,18.1116,28.52038
Goiânia,4/15/12,729.296,5208707,GO,23.64572,18.68786,28.78076
Goiânia,4/16/12,729.296,5208707,GO,23.8316,19.5011,29.98882
Goiânia,4/17/12,729.296,5208707,GO,23.1342,20.06747,27.87252
Goiânia,4/18/12,729.296,5208707,GO,24.12335,20.24764,28.98434
Goiânia,4/19/12,729.296,5208707,GO,24.4794,19.96752,29.92343
Goiânia,4/20/12,729.296,5208707,GO,23.97564,19.295,28.93252
Goiânia,4/21/12,729.296,5208707,GO,23.88378,18.23745,29.0189
Goiânia,4/22/12,729.296,5208707,GO,23.5405,18.8051,28.55987
Goiânia,4/23/12,729.296,5208707,GO,23.9813,19.99716,29.5705
Goiânia,4/24/12,729.296,5208707,GO,24.00005,19.35546,29.61123
Goiânia,4/25/12,729.296,5208707,GO,23.59597,19.43322,28.25137
Goiânia,4/26/12,729.296,5208707,GO,23.93145,19.97,29.14108
Goiânia,4/27/12,729.296,5208707,GO,24.03958,21.12133,28.86343
Goiânia,4/28/12,729.296,5208707,GO,23.8477,20.50186,28.86465
Goiânia,4/29/12,729.296,5208707,GO,24.43524,19.58868,30.99825
Goiânia,4/30/12,729.296,5208707,GO,22.72427,19.73925,27.10003
Goiânia,5/1/12,729.296,5208707,GO,19.4593,16.33093,24.18038
Goiânia,5/2/12,729.296,5208707,GO,20.33312,13.84567,28.4155
Goiânia,5/3/12,729.296,5208707,GO,22.00958,17.24658,28.47347
Goiânia,5/4/12,729.296,5208707,GO,22.37432,18.7792,27.14694
Goiânia,5/5/12,729.296,5208707,GO,21.51455,17.26754,26.74835
Goiânia,5/6/12,729.296,5208707,GO,21.47445,17.10342,27.02352
Goiânia,5/7/12,729.296,5208707,GO,21.77667,16.72335,27.6183
Goiânia,5/8/12,729.296,5208707,GO,21.67397,16.46792,27.7491
Goiânia,5/9/12,729.296,5208707,GO,21.56112,16.59255,27.21728
Goiânia,5/10/12,729.296,5208707,GO,22.70226,18.26583,28.4661
Goiânia,5/11/12,729.296,5208707,GO,23.70617,18.0425,29.67047
Goiânia,5/12/12,729.296,5208707,GO,22.27627,16.9862,29.2447
Goiânia,5/13/12,729.296,5208707,GO,21.32485,17.21942,27.42706
Goiânia,5/14/12,729.296,5208707,GO,20.68438,18.6274,22.79092
Goiânia,5/15/12,729.296,5208707,GO,20.11526,16.67397,24.12982
Goiânia,5/16/12,729.296,5208707,GO,21.08853,17.68588,25.75128
Goiânia,5/17/12,729.296,5208707,GO,20.39105,17.57852,24.00887
Goiânia,5/18/12,729.296,5208707,GO,20.49615,15.8682,26.3288
Goiânia,5/19/12,729.296,5208707,GO,20.69146,15.91262,26.36212
Goiânia,5/20/12,729.296,5208707,GO,20.93755,17.5674,25.8759
Goiânia,5/21/12,729.296,5208707,GO,20.73736,16.8739,25.5662
Goiânia,5/22/12,729.296,5208707,GO,20.1143,16.54318,24.51605
Goiânia,5/23/12,729.296,5208707,GO,20.69756,15.23638,27.15432
Goiânia,5/24/12,729.296,5208707,GO,21.67416,17.66366,26.5065
Goiânia,5/25/12,729.296,5208707,GO,21.50817,17.04296,26.41888
Goiânia,5/26/12,729.296,5208707,GO,21.79644,16.25814,28.26617
Goiânia,5/27/12,729.296,5208707,GO,22.55224,17.56988,29.33975
Goiânia,5/28/12,729.296,5208707,GO,22.56524,18.30905,28.123
Goiânia,5/29/12,729.296,5208707,GO,23.09863,18.4707,29.24102
Goiânia,5/30/12,729.296,5208707,GO,23.25704,18.42132,29.58532
Goiânia,5/31/12,729.296,5208707,GO,22.62365,17.3502,29.20522
Goiânia,6/1/12,729.296,5208707,GO,22.997,17.8722,29.17068
Goiânia,6/2/12,729.296,5208707,GO,22.8232,17.04296,29.25213
Goiânia,6/3/12,729.296,5208707,GO,23.16857,18.14245,29.6211
Goiânia,6/4/12,729.296,5208707,GO,23.47418,18.40405,29.5779
Goiânia,6/5/12,729.296,5208707,GO,22.72823,17.8611,29.167
Goiânia,6/6/12,729.296,5208707,GO,21.46203,17.64266,27.1778
Goiânia,6/7/12,729.296,5208707,GO,21.27358,18.32137,26.2646
Goiânia,6/8/12,729.296,5208707,GO,21.39822,17.04418,27.16668
Goiânia,6/9/12,729.296,5208707,GO,21.87243,17.67104,27.27157
Goiânia,6/10/12,729.296,5208707,GO,22.7987,18.1881,28.22173
Goiânia,6/11/12,729.296,5208707,GO,23.05282,18.5324,28.5364
Goiânia,6/12/12,729.296,5208707,GO,22.22177,17.3539,28.10204
Goiânia,6/13/12,729.296,5208707,GO,22.20126,16.82083,28.22915
Goiânia,6/14/12,729.296,5208707,GO,22.47305,17.51928,27.92434
Goiânia,6/15/12,729.296,5208707,GO,21.829,17.39587,26.75576
Goiânia,6/16/12,729.296,5208707,GO,21.17144,16.78506,27.22097
Goiânia,6/17/12,729.296,5208707,GO,20.8499,15.2376,27.7886
Goiânia,6/18/12,729.296,5208707,GO,22.17977,18.15603,28.64993
Goiânia,6/19/12,729.296,5208707,GO,22.7771,18.37567,29.08926
Goiânia,6/20/12,729.296,5208707,GO,22.76818,17.72042,28.21926
