NM_MUN,time,AREA_KM2,CD_MUN,SIGLA,t2m,t2m_min,t2m_max
Fortaleza,4/10/12,312.353,2304400,CE,27.76415,25.89565,30.4454
Fortaleza,4/11/12,312.353,2304400,CE,27.5832,26.13506,29.91232
Fortaleza,4/12/12,312.353,2304400,CE,27.28088,25.26138,29.8395
Fortaleza,4/13/12,312.353,2304400,CE,27.36956,25.77102,29.80374
Fortaleza,4/14/12,312.353,2304400,CE,27.5354,25.84506,29.6532
Fortaleza,4/15/12,312.353,2304400,CE,26.2955,25.1676,27.4505
Fortaleza,4/16/12,312.353,2304400,CE,26.46108,24.78628,28.24642
Fortaleza,4/17/12,312.353,2304400,CE,26.3939,24.83688,27.85525
Fortaleza,4/18/12,312.353,2304400,CE,26.90295,24.64068,29.48907
Fortaleza,4/19/12,312.353,2304400,CE,26.88128,24.9825,28.8992
Fortaleza,4/20/12,312.353,2304400,CE,26.46807,24.80602,27.9762
Fortaleza,4/21/12,312.353,2304400,CE,26.36752,24.83813,27.77133
Fortaleza,4/22/12,312.353,2304400,CE,26.93762,24.5716,29.56558
Fortaleza,4/23/12,312.353,2304400,CE,27.3274,25.60568,28.87948
Fortaleza,4/24/12,312.353,2304400,CE,27.50125,25.2145,29.9333
Fortaleza,4/25/12,312.353,2304400,CE,27.09503,25.08862,29.01766
Fortaleza,4/26/12,312.353,2304400,CE,27.14428,25.15896,29.26818
Fortaleza,4/27/12,312.353,2304400,CE,27.37045,25.89565,29.13244
Fortaleza,4/28/12,312.353,2304400,CE,27.37237,25.697,29.6322
Fortaleza,4/29/12,312.353,2304400,CE,27.41857,25.85122,29.83828
Fortaleza,4/30/12,312.353,2304400,CE,27.43008,25.9191,29.89382
Fortaleza,5/1/12,312.353,2304400,CE,27.38186,25.7957,28.86218
Fortaleza,5/2/12,312.353,2304400,CE,27.44628,25.92156,29.38418
Fortaleza,5/3/12,312.353,2304400,CE,27.54528,25.6069,30.16653
Fortaleza,5/4/12,312.353,2304400,CE,27.65872,25.42303,30.31707
Fortaleza,5/5/12,312.353,2304400,CE,27.7838,25.19103,30.94518
Fortaleza,5/6/12,312.353,2304400,CE,28.11825,25.8093,30.9168
Fortaleza,5/7/12,312.353,2304400,CE,27.88247,25.8463,31.10067
Fortaleza,5/8/12,312.353,2304400,CE,27.85748,25.72906,31.16482
Fortaleza,5/9/12,312.353,2304400,CE,27.66195,25.37615,31.2685
Fortaleza,5/10/12,312.353,2304400,CE,27.4485,26.04745,29.53967
Fortaleza,5/11/12,312.353,2304400,CE,27.08193,26.15603,28.3513
Fortaleza,5/12/12,312.353,2304400,CE,27.1299,25.001,29.18795
Fortaleza,5/13/12,312.353,2304400,CE,27.35656,25.43167,29.22744
Fortaleza,5/14/12,312.353,2304400,CE,27.1994,25.67108,29.33233
Fortaleza,5/15/12,312.353,2304400,CE,27.21948,25.7735,29.39282
Fortaleza,5/16/12,312.353,2304400,CE,27.54196,25.79324,30.02957
Fortaleza,5/17/12,312.353,2304400,CE,27.27853,25.65255,29.6828
Fortaleza,5/18/12,312.353,2304400,CE,27.24435,25.4218,29.4619
Fortaleza,5/19/12,312.353,2304400,CE,26.86608,25.58346,28.5759
Fortaleza,5/20/12,312.353,2304400,CE,27.1505,25.43414,29.64578
Fortaleza,5/21/12,312.353,2304400,CE,27.3476,25.01953,30.5762
Fortaleza,5/22/12,312.353,2304400,CE,27.75125,25.73153,31.01797
Fortaleza,5/23/12,312.353,2304400,CE,25.63586,24.2125,27.09512
Fortaleza,5/24/12,312.353,2304400,CE,26.57897,24.3803,29.05963
Fortaleza,5/25/12,312.353,2304400,CE,27.0637,24.63946,30.01473
Fortaleza,5/26/12,312.353,2304400,CE,27.07437,24.55306,30.4417
Fortaleza,5/27/12,312.353,2304400,CE,26.73718,25.32186,27.97247
Fortaleza,5/28/12,312.353,2304400,CE,27.21996,24.6271,30.80328
Fortaleza,5/29/12,312.353,2304400,CE,27.14355,24.6012,29.49276
Fortaleza,5/30/12,312.353,2304400,CE,26.86855,24.67892,29.52856
Fortaleza,5/31/12,312.353,2304400,CE,26.7906,24.70977,29.59643
Fortaleza,6/1/12,312.353,2304400,CE,27.07015,25.3848,29.53472
Fortaleza,6/2/12,312.353,2304400,CE,26.94616,25.33172,29.07568
Fortaleza,6/3/12,312.353,2304400,CE,26.63586,25.66366,27.9108
Fortaleza,6/4/12,312.353,2304400,CE,26.74307,24.99606,28.8659
Fortaleza,6/5/12,312.353,2304400,CE,26.6928,25.04174,29.14355
Fortaleza,6/6/12,312.353,2304400,CE,27.63516,25.49584,30.3109
Fortaleza,6/7/12,312.353,2304400,CE,27.35238,25.6217,29.68405
Fortaleza,6/8/12,312.353,2304400,CE,26.5644,25.60815,27.65286
Fortaleza,6/9/12,312.353,2304400,CE,27.33352,25.43783,29.97772
Fortaleza,6/10/12,312.353,2304400,CE,27.1612,24.8961,29.94686
Fortaleza,6/11/12,312.353,2304400,CE,26.96993,24.8665,29.58532
Fortaleza,6/12/12,312.353,2304400,CE,26.2877,24.27172,28.58083
Fortaleza,6/13/12,312.353,2304400,CE,26.81848,24.93807,29.85555
Fortaleza,6/14/12,312.353,2304400,CE,27.4772,25.40576,30.4059
Fortaleza,6/15/12,312.353,2304400,CE,27.13644,25.1059,30.2492
Fortaleza,6/16/12,312.353,2304400,CE,26.69546,25.08367,28.6598
Fortaleza,6/17/12,312.353,2304400,CE,26.68286,25.502,28.42904
Fortaleza,6/18/12,312.353,2304400,CE,26.65313,25.1639,28.58083
Fortaleza,6/19/12,312.353,2304400,CE,26.56744,24.94424,28.55367
Fortaleza,6/20/12,312.353,2304400,CE,26.50115,24.07797,29.1312
