Dh
79
91
106
108
194
243
121
194
173
50
54
64
54
27
33
19
8
27
27
12
26
46
49
33
29
35
39
50
33
34
36
17
12
22
23
29
21
16
11
36
22
35
13
23
51
20
37
105
159
81
85
