Dh
28
66
63
38
27
31
33
31
23
26
39
48
31
37
37
25
28
18
27
16
23
15
14
15
6
7
8
7
1
5
11
7
8
5
7
1
10
12
13
11
3
3
8
6
11
11
15
19
13
11
13
