Dh
35
32
13
14
26
7
35
22
17
12
8
10
8
17
21
7
16
9
7
17
9
5
8
7
21
11
4
6
14
8
20
29
23
13
11
7
12
16
17
18
15
16
24
23
31
23
36
82
71
82
63
57
