Dh
390
300
269
277
315
351
445
397
795
771
1134
1645
1890
2244
3049
3548
4079
2884
2675
1988
1690
1375
741
788
679
383
349
203
180
102
162
73
75
50
55
15
176
81
23
22
39
60
35
22
27
17
33
83
43
57
47
