Dh
1370
2796
6470
10886
12139
13125
9459
13863
12725
16962
16138
11609
8051
5635
4055
2323
1428
1099
858
349
678
86
69
63
86
34
38
55
30
84
30
18
36
22
20
13
27
30
10
30
38
113
102
45
62
115
178
313
299
173
121
99
