Dh
3
7
4
11
10
6
10
8
5
13
30
39
57
59
82
79
67
54
16
35
28
36
26
37
36
26
27
13
32
32
24
14
14
11
13
8
5
5
3
7
5
3
2
2
5
1
3
3
1
3
7
3
6
