Dh
150
194
332
330
436
474
612
436
429
573
622
706
1118
1243
1211
1292
1137
725
741
386
320
265
145
74
85
77
56
75
60
79
41
54
28
25
35
29
28
35
25
20
60
9
7
23
36
20
34
5
12
22
24
