Dh
2
11
6
5
3
3
8
2
8
4
4
1
5
10
7
21
16
8
18
10
12
8
16
24
38
21
37
38
43
33
52
58
60
57
66
60
58
100
48
86
115
91
86
102
104
64
73
61
72
105
74
76
96
83
