Dh
21
44
14
35
24
130
36
21
42
42
23
28
45
45
64
59
90
91
119
86
113
173
297
380
497
496
393
667
680
946
1018
1015
986
1627
1424
1190
887
1456
1085
949
765
486
458
523
366
324
239
277
497
208
