Dh
6
6
1
5
1
20
4
5
1
11
10
10
21
18
35
30
35
39
29
24
35
32
13
14
26
7
35
22
17
12
8
10
8
17
21
7
16
9
7
17
9
5
8
7
21
11
4
6
14
8
20
29
