nu_v,mu_v
0.2,0.04
0.30000000000000004,0.04
0.4000000000000001,0.04
0.2,0.06
0.30000000000000004,0.06
0.4000000000000001,0.06
0.2,0.07999999999999999
0.30000000000000004,0.07999999999999999
0.4000000000000001,0.07999999999999999
