Susceptible Humans,Exposed Humans,Infected Humans,Recovered Humans,Susceptible Vectors,Exposed Vectors,Infected Vectors
41262199.0,0.0,60.0,0.0,82524398.0,0.0,0.0
41262198.99999825,1.7479055108720379e-06,59.7995340347069,0.2004659670392147,82590366.65095772,0.7912159786810219,0.0007932140852758872
41262198.99998603,1.3943285356150413e-05,59.59973787059672,0.40026215737702014,82656138.61199118,1.5777045449267206,0.0031650255270027996
41262198.99995293,4.694434624804005e-05,59.400609317258365,0.5993908130137336,82721714.07418755,2.359484686881266,0.007103723118476103
41262198.99988859,0.00011102042106652245,59.20214621033856,0.7978541747981589,82787093.23145011,3.136575373446411,0.012597640876362778
41262198.9997828,0.0002162430543206618,59.00434649379779,0.9956544603726629,82852276.28140007,3.908995439587204,0.019635191455562726
41262198.99962539,0.00037256860484506936,58.80720815756725,1.1927938807490592,82917263.42447431,4.676763669799845,0.02820484173370793
41262198.99940628,0.0005898450307675561,58.61072923242624,1.389274641675658,82982054.8638591,5.439898805092905,0.03829511077277609
41262198.99911545,0.0008778118895091338,58.414907790002154,1.5850989436372689,83046650.80549005,6.198419542987327,0.049894569819090684
41262198.998742975,0.001246100337784015,58.21974194277052,1.7802689818551973,83111051.45805217,6.952344537516426,0.06299184230332092
41262198.998278975,0.0017042331315996124,58.02522984405494,1.9747869462872472,83175257.03297982,7.701692399225891,0.0775756038404818
41262198.99771366,0.002261624626256539,57.83136968802716,2.16865502162772,83239267.74445671,8.44648169517378,0.09363458222993405
41262198.99703732,0.002927580776348606,57.63815970970701,2.3618753873074136,83303083.80941597,9.18673094893053,0.11115755745538408
41262198.996240295,0.00371129913576283,57.44559818496245,2.554450217493624,83366705.44754003,9.922458640578935,0.13013336168488412
41262198.99531302,0.004621868857679424,57.25368343050952,2.746381681090146,83430132.88126074,10.653683206714183,0.15055087927083222
41262198.99424598,0.0056682706945718,57.06241380391239,2.9376719417372703,83493366.3357593,11.38042304044381,0.17239904674997192
41262198.99302976,0.006859376998206577,56.87178770358334,3.128323157811786,83556406.03896627,12.102696491387746,0.19566685284339289
41262198.991655,0.008203951719643568,56.68180356878273,3.3183374824269785,83619252.22156157,12.82052186567828,0.22034333845653026
41262198.99011241,0.009710650409235785,56.492459879619076,3.507717063432632,83681905.11697452,13.533917425960071,0.24641759667916485
41262198.98839278,0.011388020216629453,56.303755157048954,3.69646404341503,83744364.96138376,14.242901391390166,0.27387877278542366
41262198.98648698,0.013244499890763975,56.11568796287709,3.884580559696947,83806631.99371734,14.947491937637961,0.3027160642337789
41262198.98438593,0.015288422184199721,55.928256898012634,4.07206874477418,83868706.45562366,15.647707199139989,0.33291871998164624
41262198.982080534,0.017528272369410087,55.74146041506938,4.2589307731107775,83930588.58823928,16.34356550923023,0.36447596737472093
