r,r_s,K,K_s,Sv
0.004105343854368657,-0.08816678942520444,9999.999999900772,1.1480216001811332e-07,297.025775179687
-0.0677194139085963,-0.2418106081340575,9999.999999999998,5.6644792643157585e-12,96.4207864754687
0.0013440194438056096,-0.09101534809740847,9999.999999999998,1776.4777771141935,425.479566265438
-0.017782574937231795,-0.14781790826777136,9999.999867232858,0.01171026104408045,379.209291890249
-0.013561680595897506,-0.1431667356352979,9999.999986030762,0.06611111591221148,172.259464452743
-0.03423901019635618,-0.22937899967134195,9999.999999999125,6.623277131703265e-10,35.8073566975383
-0.010676447123336945,-0.16488371855545023,9999.999999999998,1.8755514501744225e-10,71.2147814274075
-0.006536243851982599,-0.1706210555107487,9999.999999999962,96.52055090973045,132.330885744363
-0.022139385230665217,-0.22787158237549826,9999.99999999982,2.650326566591386e-09,55.9957050191951
0.009081575305092503,-0.10784334292940875,9999.999999999998,1.402915355588265e-14,274.465023697688
0.006891358800207667,-0.14664383903937356,9999.999999999998,68.20329042128147,202.378253394894
-0.010225895398727248,-0.13764697984032695,9999.999999999998,0.0001469587566104269,347.656557359943
0.012572016210217482,-0.11793100940952342,9999.999999770751,2.1671960600367828e-05,284.019228618914
0.014619416451552767,-0.15234460935944433,9999.999999999998,188.13151558670148,575.005014329938
0.005247549208794374,-0.08570275078010299,9999.999999999998,349.243245470143,1022.2700563095
