RMSE,r,r_s,K,K_s,start_date,end_date,year,Sv,Active_mosq_May1
1.0150614748662938,0.01325468761044506,-0.1373118412189538,14.366014148546409,1.7171344467917026e-14,05-13,05-12,2005,0.01,0.0
1.184042786202807,-0.008201024600915095,-0.12178741728916605,9971.251302559162,9980.465725382117,05-13,05-12,2006,0.427184997308224,1.12496072672788
