RMSE,r,r_s,K,K_s,start_date,end_date,year,Sv,Active_mosq_May1
1.2682436609363437,0.013876759847573437,-0.1414189907556817,17.603632850611756,6.5078539331275405e-12,05-13,05-12,2005,0.01,0.0
1.7817646958282585,-0.008230248525104527,-0.10856493277425466,7579.114027685419,8941.951339285019,05-13,05-12,2006,0.530916221604193,1.3981293840911
