r,r_s,K,K_s,Sv
0.0037680836633411175,-0.11982533956040745,9999.999999999998,191.12989751465923,205.287216915694
-0.06950963506254398,-0.24999999999347078,9999.999999999998,4.018885754286284e-07,113.255749993918
-0.0038897053350930946,-0.1258521600839293,9999.999999999998,1015.1217941822827,413.060500015018
-0.026850180985331883,-0.1752057494394744,9999.999999999813,3.4838891460164994e-06,400.370475176927
-0.028844140538241705,-0.1905058612321959,9999.999999999965,2.838508874029444e-08,112.91352160788
-0.04651525922262307,-0.22021217671676874,9999.999107414542,0.016932675212413904,243.371775826645
-0.020972935158481792,-0.20902900397583826,9999.999999999998,0.0002522549507614113,47.0134786095461
0.003956288953371677,-0.22323326406701627,9999.999999999998,82.3593644286353,67.7233697069014
-0.0363048040791795,-0.19910886238710876,9999.999999930307,0.11405787286015752,937.428164230044
0.009575031930554052,-0.1337824706372321,9999.999999998772,1.8927253994925855e-10,216.952345291217
0.01140292557882781,-0.17905461356929583,9999.999999999998,48.684259532632666,184.086535025581
-0.020439360462286844,-0.1843645865579428,9999.999999999996,1.8172065992751714e-08,230.855983909586
0.04442665237272118,-0.10414328832785848,9999.999999999998,125.03504354211198,227.951143465145
0.031133056500506726,-0.24999999430738448,9999.999999999998,46.19604501321898,378.767839062991
0.009017053873020715,-0.1106579817228484,9999.999960363526,214.63320377177135,845.981413107209
