RMSE,r,r_s,K,K_s,start_date,end_date,year,Sv,Active_mosq_May1
0.7755382275391357,0.012504043407981825,-0.13230687958828574,11.254773780755556,1.0919838588349345e-13,05-13,05-12,2005,0.01,0.0
0.9320575854132213,-0.007987495661724029,-0.11797861953522494,9976.101994289369,9976.454862828848,05-13,05-12,2006,0.328362247136047,0.864718176036834
